domain,label,source,domain_age_days
mta-sts.smtp3.iciciprulife.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
mta-sts.salescrm.icicibamk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
theholw6.icicibamk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
9d9a28c3-ca42-43e2-b578-78b49bf03843.random.iciciprulife.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
7fb3673b-ec46-430b-8f68-880513a8294e.random.iciciprulife.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ww7.icicicareer.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
resolver1.icicibamnk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
mta-sts.test.icicibamk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
doh.icicibamnk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
mta-sts.notexistsicicibank.carreer.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
omwzeriyadww25.beta.icicibamk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicicardonline.info,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici-inr.top,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicio.top,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
mta-sts.docs.iciciprulife.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
mta-sts.vpn.iciciproperties.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
dienstleistungsrichtlinie.icicicbank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
988a3cf0-88de-435e-90fe-ef14229bee3b.random.iciciprulife.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
members.icicicbank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
mta-sts.forums.icicibamk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ww38.secure.iciciditect.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ere-nova.icicicbank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
iciciv.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,229
icicicc.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,229
imobile.icicibasnk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ww38.infinitynxt.icicibank.site,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibank.msy169.xyz,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
mta-sts.icicibank-staging.alardah.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
server.icicibannk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ww38.store.iciciprulifeinsurance.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
store.acqweb.icicicbank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
www.buy.icicibanlk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
www.store.icicicdirect.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
fortivpn.iciciprulife.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
zafpshvx.icici.app,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
www.uat.icici.app,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
aic1c1.vip,Phishing,mock_Mock_Data_01_08_2025.xlsx,231
iccici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,172
iciinsurance.online,Phishing,mock_Mock_Data_01_08_2025.xlsx,231
l2n2uhji85.icicibasnk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicle1.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,232
icici.care.co.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,3517
test.icicibank.live,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
viyionline.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,232
imenonline.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,2061
stg.icici.app,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
email.icicicbank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
www.job-in-bank-icici.today,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicci.top,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ficicilarnesine.xyz,Phishing,mock_Mock_Data_01_08_2025.xlsx,233
icicbgroups.online,Phishing,mock_Mock_Data_01_08_2025.xlsx,265
www.icicihomel.oan.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicn.top,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicin.top,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibankpersonalloaninchennai.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibankcreditcards.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicicici.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicici.cc,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici.nanorep.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
jicici.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
xcicicicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
picici.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
lilicici.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicimagos.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
okicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,77
wicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicici.wang,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicici.it,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici-learningmatrix.co.uk,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicicici.ml,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
iconicicing.com.au,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
komuzicici.ga,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
picicizylu.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicic.me,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
idicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicim.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicicitv.xyz,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicinps.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bicicionline.net,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
belicicil.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bificiciriqi.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
qibimicici.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicici.se,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
wicicixusa.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
yicicibuxiangh.top,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
uriciciposuz.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicici.fun,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
modicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
yvicicid.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
vicicimuxy.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ricicioterpu.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
kobicici.ga,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
weicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicinev.gq,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicinabk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
citcibank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,420
icicivil.net.au,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicicicekcilik.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ulicicibop.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bicici.ml,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
dicicip.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,2262
iturcicici.ml,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
micici.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx,698
avicicirean.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,2147
icicivcs.co.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,2360
icici.banklocationmaps.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
clicicililmardi.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
kirazbicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,1850
antitoxicicity.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,1842
tricicidsi.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicici.cz,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
didicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,1799
biciciti.es,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
lechicicingcookie.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,1741
icicinstitute.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
apps.cicink.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicicareers.co.ca,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicicicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,47
ipartnerext.cicilombard.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibank.com.mcas-gov.ms,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibankltd.com.admin-mcas-gov.ms,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibankltd.com.mcas-gov.ms,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicidirect.com.admin-mcas-gov.ms,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicidirect.com.mcas-gov.ms,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicifoundation-connect.org,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici.autonetic.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici.sreeannaijewels.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,4367
icici.trademantri.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,1101
bk.icicibank.top,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
es.icicibank.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicilombardhealthcare.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,5695
app.icicibank.top,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici.ezcred.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,3431
icicibank.customlinks.appsflyer.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibank.ru,Phishing,mock_Mock_Data_01_08_2025.xlsx,3016
icicihfc.ph,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicihfc.vg,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicihfc.watches,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicici.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicici.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicici.site,Phishing,mock_Mock_Data_01_08_2025.xlsx,1624
chicicity.co.uk,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
tricicinexpo.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ww1.cictbank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
iciciland.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
yicici.space,Phishing,mock_Mock_Data_01_08_2025.xlsx,1560
wiicicir.gq,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ucicicillf.ga,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ricici.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,4281
viciciv.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici.ru,Phishing,mock_Mock_Data_01_08_2025.xlsx,2814
icicihizins.de,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
dodicicicli.it,Phishing,mock_Mock_Data_01_08_2025.xlsx,4485
icicine.cm,Phishing,mock_Mock_Data_01_08_2025.xlsx,2055
uzdrowiciciel.pl,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
apiicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,1454
bibicici.it,Phishing,mock_Mock_Data_01_08_2025.xlsx,5005
icicisapawixa.gq,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ixacicicig.ga,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
lelicicisi.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
lycicicimivi.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
micicixasilaje.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bicici.eu,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
picici.ro,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
adicicisig.gq,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
chicicitira.monster,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicicircular.eu,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
dicici.ml,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ficicilar.com.tr,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
kikicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,6118
itumicicitnan.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
riciciu.ml,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
jicicidu.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
apiliciviciciki.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ijicicipylid.ga,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
sicicilsym.gq,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
zicici.ml,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bybiciciniqa.ga,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
quicicisoun.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
geltticicilwi.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
clicicictan.ml,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
zekicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
medicicircle.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,3104
bilalbicici.com.tr,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
clicici.ca,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bicicleta-lujo.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bicicletas.xyz,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ns1.ciclope.net,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ilciciftligi.com.tr,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
minicici.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicin.gq,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
atproficicicna.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ticici.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ciccciciciccicicccii.ga,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicicicicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicledid.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,130
miciclo.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,2160
tipici.club,Phishing,mock_Mock_Data_01_08_2025.xlsx,2056
i-cicle.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ns01.bicicletasuperprestigio.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ns02.bicicletesportocolom.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ns01.ciclosteo.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bicicletasushuaia.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ns01.bicicletastribiker.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ns01.bicicletasmundopedal.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
biciclasificados.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ns01.bicicletastope.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bicicletachopper.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
lcicllc.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,3315
bicicletasbosqueysalud.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
aicici.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
uicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
labicicleta.co.uk,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bicicleta-electrica-usada.store,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bicicletas-electricas.online,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bicicleta-electrica-segunda-mano.online,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bicicims.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
riciclidea.org,Phishing,mock_Mock_Data_01_08_2025.xlsx,1259
cixibank.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicicici.org,Phishing,mock_Mock_Data_01_08_2025.xlsx,141
cicici.org,Phishing,mock_Mock_Data_01_08_2025.xlsx,141
ezgificici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bicici.gen.tr,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ciciba.info,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicifosilcici.shop,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ciibank.pl,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
jicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
micici.fr,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
dicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,1175
cicici.store,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
micicipi.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
micicipii.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
yenigibicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
kiciciap.shop,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
yenigibicici.xyz,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bnpparibasbicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicipi.top,Phishing,mock_Mock_Data_01_08_2025.xlsx,132
makasicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicici.id,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
mimicicicaketng.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,1142
tistdetelicici.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
falicici.online,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
undiciclo.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,1788
iciclestraw.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
riciclamente.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
gokcebicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
iciciea.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bicici.online,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bicici.net,Phishing,mock_Mock_Data_01_08_2025.xlsx,8720
aicicia.se,Phishing,mock_Mock_Data_01_08_2025.xlsx,1111
aicicia.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,1111
aicicia.art,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
juicici.campsite.bio,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
uwicicis.myhostpoint.ch,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
aicicicici.repl.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
citicicifulworl.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
hepsicici.com.polkaconnect.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
spiciciden.ga,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
otticicio.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,5515
icbank.net,Phishing,mock_Mock_Data_01_08_2025.xlsx,1080
cibcbank.net,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
artebicicitytours.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
versdicici.gq,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
simplicicity.de,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
arcticicicles.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,2878
juicici.store,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
tunaicicilan.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
nesibebicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
prodottitipiciciociari.it,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ticicity.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
omicicintufar.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
dicic.link,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bicicletaspara.info,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
lokvicici.hippocamp.eu,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
tranaficicil.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
8maysite2-ozficici.me,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
mimicicicake.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,3493
mimicicicake.com.kueulangtahunbogor.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicicircular.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
licicis.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
onariciciftci.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
meokicicit.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
quicicidi.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
iciciconverse.byteprophecy.accenture.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ww01.citibank.com.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,1498
micicipi.ir,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
custmail.icicibank.com.mcas.ms,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cvicicizralok.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
iciciacs.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,875
autoconfig.ciciprulife.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicicity.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,7291
firstdataicici.magecomp.org,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bankicici.wuaze.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
blicicil.app,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
yurticicicekcilik.online,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
drvelicicimen.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,280
argold-icici.aerele.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,2552
icicibudgeting.magitt.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
nesibebiciciart.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,1057
icici-lombardhelpdocs.cogdam.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
yurticicicekcilik.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,7024
icbank.cc,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
themusicicityaccball.org,Phishing,mock_Mock_Data_01_08_2025.xlsx,795
ww01.cidibank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
uaticici.aalroot.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
umanerficicin.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
dicici.net,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicici.vip,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ccbank.online,Phishing,mock_Mock_Data_01_08_2025.xlsx,269
vaicicigroup.net,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
centriacusticicisento.it,Phishing,mock_Mock_Data_01_08_2025.xlsx,1611
dev-icici.pantheonsite.io,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
infinity.icicibank.com.mcas.ms,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
biciciotomotivkonya.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,762
icici.creditmonitor.info,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici.bank.co.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,7692
ricici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,3619
janicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
dodicicilindri.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,721
idicicihe.shop,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
jidicicicixidiiddi.one,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
quizsilver.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,2351
uicicifmre.ewefvo.homes,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici.sworks.co.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,3729
weicicizhuan.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
pipicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,1027
oembrand.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,8230
icicis.cis.asu.edu.eg,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
dicicilaja.info,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicici.altervista.org,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
mimicici-qc.direct.quickconnect.to,Phishing,mock_Mock_Data_01_08_2025.xlsx,4481
lvicicira.shop,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
shicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bodhicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
aicicill.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,1952
xicici.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx,676
klicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bicicihukuk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,114
eticicibebe.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicicil.sbs,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
iciciyvao.shop,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
mybicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
apartmenticici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
leoagarbatti.icicirud.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
micicipi.ruk.eug.store.mx0.edushophk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
