domain,label,source,domain_length,digit_ratio,dot_ratio,num_hyphens,hyphen_ratio,num_special_chars,special_char_ratio,subdomain_count,brand_keyword_position,registered_domain_length,has_cse_keyword_in_subdomain,is_malicious_gtld,brand_to_reg_length_ratio,min_brand_levenshtein,has_brand_in_path,has_ip,has_repeated_digits,consonant_ratio,vowel_ratio,longest_consonant_run,is_punycode,subdomain_depth,is_common_tld,tld_length,entropy,has_login,has_signin,has_secure,has_account,has_verify,has_update,has_support,has_banking,has_paypal,has_auth,has_security,has_confirm,has_https,domain_age_days,has_ssl,is_lets_encrypt,cert_domain_matches,has_mx,has_spf,cert_age_days,cert_days_remaining,a_record_count,ttl_value
cicicici.ml,Phishing,mock_Mock_Data_01_08_2025.xlsx,11.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,0.4545454545454545,0.6,0.0,0.0,0.0,0.5454545454545454,0.3636363636363636,2.0,0.0,0.0,0.0,2.0,2.004886164091843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
iconicicing.com.au,Phishing,mock_Mock_Data_01_08_2025.xlsx,18.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0,0.5,0.6666666666666666,0.0,0.0,0.0,0.4444444444444444,0.4444444444444444,2.0,0.0,1.0,0.0,2.0,2.9477027792200903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
komuzicici.ga,Phishing,mock_Mock_Data_01_08_2025.xlsx,13.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,0.3846153846153846,99.0,0.0,0.0,0.0,0.4615384615384615,0.4615384615384615,1.0,0.0,0.0,0.0,2.0,3.180832987205441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
picicizylu.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx,13.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,0.3846153846153846,99.0,0.0,0.0,0.0,0.6153846153846154,0.3076923076923077,3.0,0.0,0.0,0.0,2.0,2.9689185639620974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
icicic.me,Phishing,mock_Mock_Data_01_08_2025.xlsx,9.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.5555555555555556,0.2,0.0,0.0,0.0,0.4444444444444444,0.4444444444444444,1.0,0.0,0.0,0.0,2.0,2.113283334294875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
idicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,11.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.4545454545454545,0.4,0.0,0.0,0.0,0.4545454545454545,0.4545454545454545,1.0,0.0,0.0,1.0,3.0,2.299896391167892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
icicim.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,10.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.5,0.4,1.0,0.0,0.0,1.0,3.0,2.1709505944546685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
cicicitv.xyz,Phishing,mock_Mock_Data_01_08_2025.xlsx,12.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,0.4166666666666667,0.6,0.0,0.0,0.0,0.6666666666666666,0.25,3.0,0.0,0.0,0.0,3.0,2.792481250360578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
icicinps.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,12.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.4166666666666667,0.6,0.0,0.0,0.0,0.5833333333333334,0.3333333333333333,3.0,0.0,0.0,1.0,3.0,2.792481250360578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
bicicionline.net,Phishing,mock_Mock_Data_01_08_2025.xlsx,16.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.3125,0.6666666666666666,0.0,0.0,0.0,0.5,0.4375,2.0,0.0,0.0,1.0,3.0,2.952819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
belicicil.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,13.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.3846153846153846,0.6666666666666666,0.0,0.0,0.0,0.5384615384615384,0.3846153846153846,1.0,0.0,0.0,1.0,3.0,2.815072410115944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
bificiciriqi.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx,15.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,1.0,0.3333333333333333,99.0,0.0,0.0,0.0,0.5333333333333333,0.4,2.0,0.0,0.0,0.0,2.0,2.422579761842492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
qibimicici.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx,13.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,0.3846153846153846,99.0,0.0,0.0,0.0,0.5384615384615384,0.3846153846153846,2.0,0.0,0.0,0.0,2.0,2.4416298737872246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
cicici.se,Phishing,mock_Mock_Data_01_08_2025.xlsx,9.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.5555555555555556,0.2,0.0,0.0,0.0,0.4444444444444444,0.4444444444444444,1.0,0.0,0.0,0.0,2.0,2.113283334294875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
wicicixusa.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx,13.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,0.3846153846153846,99.0,0.0,0.0,0.0,0.5384615384615384,0.3846153846153846,2.0,0.0,0.0,0.0,2.0,3.180832987205441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
yicicibuxiangh.top,Phishing,mock_Mock_Data_01_08_2025.xlsx,18.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,1.0,0.2777777777777778,0.6666666666666666,0.0,0.0,0.0,0.5555555555555556,0.3888888888888889,3.0,0.0,0.0,0.0,3.0,3.614369445886757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
uriciciposuz.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx,15.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,1.0,0.3333333333333333,99.0,0.0,0.0,0.0,0.5333333333333333,0.4,2.0,0.0,0.0,0.0,2.0,3.323231428797621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
cicici.fun,Phishing,mock_Mock_Data_01_08_2025.xlsx,10.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,0.5,0.2,0.0,0.0,0.0,0.5,0.4,1.0,0.0,0.0,0.0,3.0,2.3709505944546683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
modicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,12.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.4166666666666667,0.6,0.0,0.0,0.0,0.5,0.4166666666666667,1.0,0.0,0.0,1.0,3.0,2.459147917027245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
yvicicid.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx,11.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,0.4545454545454545,0.6,0.0,0.0,0.0,0.6363636363636364,0.2727272727272727,2.0,0.0,0.0,0.0,2.0,2.845350936622437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
vicicimuxy.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx,13.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,0.3846153846153846,99.0,0.0,0.0,0.0,0.6153846153846154,0.3076923076923077,2.0,0.0,0.0,0.0,2.0,3.180832987205441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
ricicioterpu.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx,15.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,1.0,0.3333333333333333,99.0,0.0,0.0,0.0,0.5333333333333333,0.4,2.0,0.0,0.0,0.0,2.0,3.139572261986723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
kobicici.ga,Phishing,mock_Mock_Data_01_08_2025.xlsx,11.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,0.4545454545454545,0.6,0.0,0.0,0.0,0.4545454545454545,0.4545454545454545,1.0,0.0,0.0,0.0,2.0,2.845350936622437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
weicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,11.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.4545454545454545,0.4,0.0,0.0,0.0,0.4545454545454545,0.4545454545454545,1.0,0.0,0.0,1.0,3.0,2.5949066182439395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
icicinev.gq,Phishing,mock_Mock_Data_01_08_2025.xlsx,11.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,0.4545454545454545,0.6,0.0,0.0,0.0,0.5454545454545454,0.3636363636363636,2.0,0.0,0.0,0.0,2.0,2.845350936622437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
icicinabk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,13.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.3846153846153846,0.2222222222222222,0.0,0.0,0.0,0.5384615384615384,0.3846153846153846,2.0,0.0,0.0,1.0,3.0,2.9689185639620974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
citcibank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,13.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.6153846153846154,0.3076923076923077,2.0,0.0,0.0,1.0,3.0,3.180832987205441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420,0,0,0,0,0,-1,-1,0,-1
icicivil.net.au,Phishing,mock_Mock_Data_01_08_2025.xlsx,15.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0,0.8333333333333334,0.6,0.0,0.0,0.0,0.4,0.4666666666666667,1.0,0.0,1.0,0.0,2.0,3.106890595608519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
cicicicekcilik.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,18.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.2777777777777778,0.6666666666666666,0.0,0.0,0.0,0.5555555555555556,0.3888888888888889,2.0,0.0,0.0,1.0,3.0,2.552179697066548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
ulicicibop.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx,13.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,0.3846153846153846,99.0,0.0,0.0,0.0,0.5384615384615384,0.3846153846153846,2.0,0.0,0.0,0.0,2.0,2.9689185639620974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
bicici.ml,Phishing,mock_Mock_Data_01_08_2025.xlsx,9.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,0.5555555555555556,0.2,0.0,0.0,0.0,0.5555555555555556,0.3333333333333333,2.0,0.0,0.0,0.0,2.0,2.4193819456463714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
dicicip.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,11.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.4545454545454545,0.4,0.0,0.0,0.0,0.5454545454545454,0.3636363636363636,1.0,0.0,0.0,1.0,3.0,2.5949066182439395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2262,1,0,0,1,0,-1,-1,1,599
iturcicici.ml,Phishing,mock_Mock_Data_01_08_2025.xlsx,13.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,0.3846153846153846,99.0,0.0,0.0,0.0,0.5384615384615384,0.3846153846153846,2.0,0.0,0.0,0.0,2.0,2.7192945256669794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
micici.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx,9.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,0.5555555555555556,0.2,0.0,0.0,0.0,0.5555555555555556,0.3333333333333333,2.0,0.0,0.0,0.0,2.0,2.113283334294875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698,1,0,0,0,0,-1,-1,1,297
avicicirean.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,15.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.4666666666666667,0.4666666666666667,1.0,0.0,0.0,1.0,3.0,3.139572261986723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2147,1,0,0,0,0,-1,-1,2,3599
icicivcs.co.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,14.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,0.0,1.0,0.6,0.0,0.0,0.0,0.5,0.3571428571428571,3.0,0.0,1.0,0.0,2.0,2.521640636343318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2360,0,0,0,0,0,-1,-1,0,-1
icici.banklocationmaps.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,26.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,1.0,2.0,20.0,1.0,0.0,0.25,0.6,0.0,0.0,0.0,0.5384615384615384,0.3846153846153846,3.0,0.0,1.0,1.0,3.0,3.488525294897748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,3,300
clicicililmardi.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx,18.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,1.0,0.2777777777777778,99.0,0.0,0.0,0.0,0.6111111111111112,0.3333333333333333,2.0,0.0,0.0,0.0,2.0,2.996624141510993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
kirazbicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,15.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.5333333333333333,0.4,2.0,0.0,0.0,1.0,3.0,3.0565647621309537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850,1,0,0,0,0,-1,-1,2,597
antitoxicicity.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,18.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.2777777777777778,0.6666666666666666,0.0,0.0,0.0,0.5555555555555556,0.3888888888888889,2.0,0.0,0.0,1.0,3.0,3.086048612313038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1842,0,0,0,0,0,-1,-1,2,593
tricicidsi.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx,13.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,0.3846153846153846,99.0,0.0,0.0,0.0,0.6153846153846154,0.3076923076923077,2.0,0.0,0.0,0.0,2.0,2.7192945256669794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
cicici.cz,Phishing,mock_Mock_Data_01_08_2025.xlsx,9.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.5555555555555556,0.2,0.0,0.0,0.0,0.5555555555555556,0.3333333333333333,2.0,0.0,0.0,0.0,2.0,1.7527152789797047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,1,-1,-1,1,1795
didicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,12.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.4166666666666667,0.6,0.0,0.0,0.0,0.5,0.4166666666666667,1.0,0.0,0.0,1.0,3.0,2.3553885422075336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1799,0,0,0,0,0,-1,-1,0,-1
biciciti.es,Phishing,mock_Mock_Data_01_08_2025.xlsx,11.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.4545454545454545,0.6,0.0,0.0,0.0,0.4545454545454545,0.4545454545454545,1.0,0.0,0.0,0.0,2.0,2.5503407095463886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
lechicicingcookie.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,21.0,0.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.238095238095238,0.6666666666666666,0.0,0.0,0.0,0.5238095238095238,0.4285714285714285,3.0,0.0,0.0,1.0,3.0,3.136863709607318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741,1,0,0,1,1,-1,-1,1,598
icicinstitute.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,16.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.3125,99.0,0.0,0.0,0.0,0.5,0.4375,3.0,0.0,0.0,0.0,2.0,2.727217001462482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
apps.cicink.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,15.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6,0.2666666666666666,3.0,0.0,1.0,1.0,3.0,3.1898980954642875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,1,3595
icicicareers.co.ca,Phishing,mock_Mock_Data_01_08_2025.xlsx,18.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,0.0,1.0,99.0,0.0,0.0,0.0,0.4444444444444444,0.4444444444444444,2.0,0.0,1.0,0.0,2.0,2.816340113853408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,1,56
cicicicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,14.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.3571428571428571,0.6666666666666666,0.0,0.0,0.0,0.5,0.4285714285714285,1.0,0.0,0.0,1.0,3.0,1.8702538164316225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0,0,0,0,0,-1,-1,0,-1
ipartnerext.cicilombard.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,27.0,0.0,0.074074074074074,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5925925925925926,0.3333333333333333,3.0,0.0,1.0,1.0,3.0,3.782122224145306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
icicibank.com.mcas-gov.ms,Phishing,mock_Mock_Data_01_08_2025.xlsx,25.0,0.0,0.12,1.0,0.04,0.0,0.0,2.0,2.0,11.0,1.0,0.0,0.4545454545454545,0.5,0.0,0.0,0.0,0.56,0.28,2.0,0.0,2.0,0.0,2.0,3.513269689515108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,1,58
icicibankltd.com.admin-mcas-gov.ms,Phishing,mock_Mock_Data_01_08_2025.xlsx,34.0,0.0,0.088235294117647,2.0,0.0588235294117647,0.0,0.0,2.0,2.0,17.0,1.0,0.0,0.2941176470588235,0.3333333333333333,0.0,0.0,0.0,0.5882352941176471,0.2647058823529412,5.0,0.0,2.0,0.0,2.0,3.8077635764171935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,1,57
icicibankltd.com.mcas-gov.ms,Phishing,mock_Mock_Data_01_08_2025.xlsx,28.0,0.0,0.1071428571428571,1.0,0.0357142857142857,0.0,0.0,2.0,2.0,11.0,1.0,0.0,0.4545454545454545,0.3333333333333333,0.0,0.0,0.0,0.6071428571428571,0.25,5.0,0.0,2.0,0.0,2.0,3.7979026896829455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,1,57
icicidirect.com.admin-mcas-gov.ms,Phishing,mock_Mock_Data_01_08_2025.xlsx,33.0,0.0,0.0909090909090909,2.0,0.0606060606060606,0.0,0.0,2.0,2.0,17.0,1.0,0.0,0.2941176470588235,0.5,0.0,0.0,0.0,0.5454545454545454,0.303030303030303,2.0,0.0,2.0,0.0,2.0,3.651237499630057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,1,58
icicidirect.com.mcas-gov.ms,Phishing,mock_Mock_Data_01_08_2025.xlsx,27.0,0.0,0.1111111111111111,1.0,0.037037037037037,0.0,0.0,2.0,2.0,11.0,1.0,0.0,0.4545454545454545,0.5,0.0,0.0,0.0,0.5555555555555556,0.2962962962962963,2.0,0.0,2.0,0.0,2.0,3.528242484431478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,1,58
icicifoundation-connect.org,Phishing,mock_Mock_Data_01_08_2025.xlsx,27.0,0.0,0.037037037037037,1.0,0.037037037037037,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.1851851851851851,0.75,0.0,0.0,0.0,0.5185185185185185,0.4074074074074074,2.0,0.0,0.0,1.0,3.0,3.495628242904209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
icici.autonetic.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,19.0,0.0,0.1052631578947368,0.0,0.0,0.0,0.0,1.0,2.0,13.0,1.0,0.0,0.3846153846153846,0.6,0.0,0.0,0.0,0.4210526315789473,0.4736842105263157,1.0,0.0,1.0,1.0,3.0,3.09003277660148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,2,3593
icici.sreeannaijewels.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,24.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,1.0,2.0,18.0,1.0,0.0,0.2777777777777778,0.6,0.0,0.0,0.0,0.4583333333333333,0.4583333333333333,2.0,0.0,1.0,0.0,2.0,3.236440501696145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4367,0,0,0,0,0,-1,-1,0,-1
