domain,label,source,domain_length,digit_ratio,dot_ratio,num_hyphens,hyphen_ratio,num_special_chars,special_char_ratio,subdomain_count,brand_keyword_position,registered_domain_length,has_cse_keyword_in_subdomain,is_malicious_gtld,brand_to_reg_length_ratio,min_brand_levenshtein,has_brand_in_path,has_ip,has_repeated_digits,is_common_tld,tld_length,entropy,has_login,has_signin,has_secure,has_account,has_verify,has_update,has_support,has_banking,has_paypal,has_auth,has_security,has_confirm,has_https
icicibank.furniture,Suspected,training_set,19.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.2631578947368421,99.0,0.0,0.0,0.0,0.0,9.0,3.40582225028569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.gifts,Suspected,training_set,15.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.3333333333333333,99.0,0.0,0.0,0.0,0.0,5.0,3.2402239289418517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.global,Suspected,training_set,16.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.3125,99.0,0.0,0.0,0.0,0.0,6.0,3.202819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.golf,Suspected,training_set,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.35714285714285715,0.75,0.0,0.0,0.0,0.0,4.0,3.3248629576173574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.group,Suspected,training_set,15.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.3333333333333333,99.0,0.0,0.0,0.0,0.0,5.0,3.456564762130953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.hockey,Suspected,training_set,16.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.3125,99.0,0.0,0.0,0.0,0.0,6.0,3.2806390622295662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.homes,Suspected,training_set,15.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.3333333333333333,99.0,0.0,0.0,0.0,0.0,5.0,3.456564762130953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.industries,Suspected,training_set,20.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.25,99.0,0.0,0.0,0.0,0.0,10.0,3.4414460711655215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.institute,Suspected,training_set,19.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.2631578947368421,99.0,0.0,0.0,0.0,0.0,9.0,3.176110251517254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.kaufen,Suspected,training_set,16.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.3125,99.0,0.0,0.0,0.0,0.0,6.0,3.202819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.mba,Suspected,training_set,13.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.38461538461538464,0.6666666666666666,0.0,0.0,0.0,0.0,3.0,2.873140679513133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.plumbing,Suspected,training_set,18.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.2777777777777778,99.0,0.0,0.0,0.0,0.0,8.0,3.3921472236645345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.sbs,Suspected,training_set,13.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,0.38461538461538464,0.3333333333333333,0.0,0.0,0.0,0.0,3.0,2.873140679513133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.singles,Suspected,training_set,17.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.29411764705882354,99.0,0.0,0.0,0.0,0.0,7.0,3.263933429485634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.media,Suspected,training_set,15.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.3333333333333333,99.0,0.0,0.0,0.0,0.0,5.0,3.1068905956085184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.men,Suspected,training_set,13.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.38461538461538464,1.0,0.0,0.0,0.0,0.0,3.0,3.0269868333592873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.rentals,Suspected,training_set,17.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.29411764705882354,99.0,0.0,0.0,0.0,0.0,7.0,3.4548223999466066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.run,Suspected,training_set,13.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.38461538461538464,0.75,0.0,0.0,0.0,0.0,3.0,3.0269868333592873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.sale,Suspected,training_set,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.35714285714285715,0.75,0.0,0.0,0.0,0.0,4.0,3.182005814760214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.solar,Suspected,training_set,15.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.3333333333333333,99.0,0.0,0.0,0.0,0.0,5.0,3.323231428797621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.studio,Suspected,training_set,16.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.3125,99.0,0.0,0.0,0.0,0.0,6.0,3.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.taxi,Suspected,training_set,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.35714285714285715,0.75,0.0,0.0,0.0,0.0,4.0,2.950212064914747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.team,Suspected,training_set,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.35714285714285715,99.0,0.0,0.0,0.0,0.0,4.0,3.182005814760214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.tools,Suspected,training_set,15.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.3333333333333333,0.75,0.0,0.0,0.0,0.0,5.0,3.323231428797621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.vin,Suspected,training_set,13.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.38461538461538464,0.5,0.0,0.0,0.0,0.0,3.0,2.7773627950641693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.voyage,Suspected,training_set,16.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.3125,99.0,0.0,0.0,0.0,0.0,6.0,3.452819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.works,Suspected,training_set,15.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.3333333333333333,99.0,0.0,0.0,0.0,0.0,5.0,3.323231428797621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.zone,Suspected,training_set,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.35714285714285715,0.75,0.0,0.0,0.0,0.0,4.0,3.182005814760214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibamk.com,Suspected,training_set,13.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.38461538461538464,0.1111111111111111,0.0,0.0,0.0,1.0,3.0,2.8150724101159437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icici.today,Suspected,training_set,11.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.45454545454545453,0.6,0.0,0.0,0.0,0.0,5.0,2.8453509366224368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicbank.com,Suspected,training_set,12.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,1.0,3.0,3.0220552088742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibanj.com,Suspected,training_set,13.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.38461538461538464,0.1111111111111111,0.0,0.0,0.0,1.0,3.0,2.9689185639620974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.live,Suspected,training_set,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,1.0,0.35714285714285715,1.0,0.0,0.0,0.0,0.0,4.0,3.09306920777189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibannk.com,Suspected,training_set,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.35714285714285715,0.1111111111111111,0.0,0.0,0.0,1.0,3.0,2.9852281360342516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicipank.com,Suspected,training_set,13.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.38461538461538464,0.1111111111111111,0.0,0.0,0.0,1.0,3.0,2.9689185639620974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iicicibank.com,Suspected,training_set,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.35714285714285715,0.1111111111111111,0.0,0.0,0.0,1.0,3.0,2.8962915290459286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.poker,Suspected,training_set,15.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.3333333333333333,99.0,0.0,0.0,0.0,0.0,5.0,3.3232314287976203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icici.cash,Suspected,training_set,10.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.5,0.6,0.0,0.0,0.0,0.0,4.0,2.3709505944546683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicidirect.shop,Suspected,training_set,16.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,1.0,0.3125,1.0,0.0,0.0,0.0,0.0,4.0,3.202819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicidirect.website,Suspected,training_set,19.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.2631578947368421,99.0,0.0,0.0,0.0,0.0,7.0,3.031116172456019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iciciamc.in,Suspected,training_set,11.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.45454545454545453,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,2.2998963911678914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iciciloan.ltd,Suspected,training_set,13.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.38461538461538464,0.3333333333333333,0.0,0.0,0.0,0.0,3.0,3.0269868333592873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicinetbanking.in,Suspected,training_set,18.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.2777777777777778,99.0,0.0,0.0,0.0,0.0,2.0,2.969389419529156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
rewardicicimobile.in,Suspected,training_set,20.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.25,99.0,0.0,0.0,0.0,0.0,2.0,3.4414460711655215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicistoreapp.in,Suspected,training_set,16.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.3125,99.0,0.0,0.0,0.0,0.0,2.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icici-services.co.in,Suspected,training_set,20.0,0.0,0.1,1.0,0.05,0.0,0.0,1.0,2.0,5.0,1.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,2.0,3.0414460711655216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibvank.com,Suspected,training_set,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.35714285714285715,0.1111111111111111,0.0,0.0,0.0,1.0,3.0,3.128085278891395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibwnk.com,Suspected,training_set,13.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.38461538461538464,0.1111111111111111,0.0,0.0,0.0,1.0,3.0,2.9689185639620974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicikbank.com,Suspected,training_set,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.35714285714285715,0.1111111111111111,0.0,0.0,0.0,1.0,3.0,2.9852281360342516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iciciubank.com,Suspected,training_set,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.35714285714285715,0.1111111111111111,0.0,0.0,0.0,1.0,3.0,3.128085278891395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
licicibank.com,Suspected,training_set,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.35714285714285715,0.1111111111111111,0.0,0.0,0.0,1.0,3.0,3.128085278891395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iciciprolife.com,Suspected,training_set,16.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.3125,0.6666666666666666,0.0,0.0,0.0,1.0,3.0,3.077819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicispor.in,Suspected,training_set,12.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.4166666666666667,99.0,0.0,0.0,0.0,0.0,2.0,2.751629167387823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.ind.in,Suspected,training_set,16.0,0.0,0.125,0.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0,0.8333333333333334,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,2.727217001462482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicicreditcard.com,Suspected,training_set,19.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.2631578947368421,0.6666666666666666,0.0,0.0,0.0,1.0,3.0,3.005314856894279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicifastag.co.in,Suspected,training_set,17.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,2.0,3.1018812234760182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicifastag.in,Suspected,training_set,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.35714285714285715,99.0,0.0,0.0,0.0,0.0,2.0,2.950212064914747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
theicicirwd.co.in,Suspected,training_set,17.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,2.0,3.2195282822995477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icici.online,Suspected,training_set,12.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,0.4166666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,6.0,2.5849625007211556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicistoreapp.co.in,Suspected,training_set,19.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,2.0,3.260828171224455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icici-direct.info,Suspected,training_set,17.0,0.0,0.058823529411764705,1.0,0.058823529411764705,0.0,0.0,0.0,1.0,17.0,0.0,1.0,0.29411764705882354,0.6,0.0,0.0,0.0,0.0,4.0,3.124843548509147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicipru.in,Suspected,training_set,11.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.45454545454545453,0.6,0.0,0.0,0.0,0.0,2.0,2.5503407095463886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicipru-amc.in,Suspected,training_set,15.0,0.0,0.06666666666666667,1.0,0.06666666666666667,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.3333333333333333,0.6,0.0,0.0,0.0,0.0,2.0,3.0565647621309533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icici-bank.sbs,Suspected,training_set,14.0,0.0,0.07142857142857142,1.0,0.07142857142857142,0.0,0.0,0.0,1.0,14.0,0.0,1.0,0.35714285714285715,0.3333333333333333,0.0,0.0,0.0,0.0,3.0,3.039148671903071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icici-direct.in,Suspected,training_set,15.0,0.0,0.06666666666666667,1.0,0.06666666666666667,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.3333333333333333,0.6,0.0,0.0,0.0,0.0,2.0,2.815922063835166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicisecurities.org.in,Suspected,training_set,22.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0,0.8333333333333334,0.75,0.0,0.0,0.0,0.0,2.0,3.174674231978642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank-coin.cfd,Suspected,training_set,18.0,0.0,0.05555555555555555,1.0,0.05555555555555555,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.2777777777777778,0.5,0.0,0.0,0.0,0.0,3.0,3.169925001442312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank-in.homes,Suspected,training_set,18.0,0.0,0.05555555555555555,1.0,0.05555555555555555,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.2777777777777778,99.0,0.0,0.0,0.0,0.0,5.0,3.5032583347756456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibzak.shop,Suspected,training_set,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,1.0,0.35714285714285715,0.2222222222222222,0.0,0.0,0.0,0.0,4.0,3.3248629576173574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icici-linkpoint.cfd,Suspected,training_set,19.0,0.0,0.05263157894736842,1.0,0.05263157894736842,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.2631578947368421,0.6,0.0,0.0,0.0,0.0,3.0,3.281373409411991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icici-linkpoint.click,Suspected,training_set,21.0,0.0,0.047619047619047616,1.0,0.047619047619047616,0.0,0.0,0.0,1.0,21.0,0.0,1.0,0.23809523809523808,0.6,0.0,0.0,0.0,0.0,5.0,2.9870900416203345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icici-linkpoint.lol,Suspected,training_set,19.0,0.0,0.05263157894736842,1.0,0.05263157894736842,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.2631578947368421,0.5,0.0,0.0,0.0,0.0,3.0,3.0708470936225183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icici-linkpoint.top,Suspected,training_set,19.0,0.0,0.05263157894736842,1.0,0.05263157894736842,0.0,0.0,0.0,1.0,19.0,0.0,1.0,0.2631578947368421,0.6,0.0,0.0,0.0,0.0,3.0,3.110578014789016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icici-linkpoint.xyz,Suspected,training_set,19.0,0.0,0.05263157894736842,1.0,0.05263157894736842,0.0,0.0,0.0,1.0,19.0,0.0,1.0,0.2631578947368421,0.6,0.0,0.0,0.0,0.0,3.0,3.4263674884732254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iciciinbank.cfd,Suspected,training_set,15.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0,0.0,3.0,2.9232314287976204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0613iconnect.online,Suspected,training_set,19.0,0.21052631578947367,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,6.0,3.4058222502856905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibankbg.cfd,Suspected,training_set,15.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0,0.0,3.0,3.1395722619867223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibankbg.sbs,Suspected,training_set,15.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,1.0,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0,0.0,3.0,3.006238928653389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicilbank.cfd,Suspected,training_set,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.35714285714285715,0.1111111111111111,0.0,0.0,0.0,0.0,3.0,3.128085278891395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.xyz,Suspected,training_set,13.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,0.38461538461538464,1.0,0.0,0.0,0.0,0.0,3.0,3.180832987205441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicilombard.xxx,Suspected,training_set,16.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.3125,1.0,0.0,0.0,0.0,0.0,3.0,3.2806390622295662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iciciprulife-online.co.in,Suspected,training_set,25.0,0.0,0.08,1.0,0.04,0.0,0.0,1.0,2.0,5.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,3.323074189428569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ioclinfo.in,Suspected,training_set,11.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.36363636363636365,99.0,0.0,0.0,0.0,0.0,2.0,2.663532754804255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
