domain,label,source
ww7.icicicareer.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
resolver1.icicibamnk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
mta-sts.test.icicibamk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
doh.icicibamnk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
mta-sts.notexistsicicibank.carreer.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
omwzeriyadww25.beta.icicibamk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicicardonline.info,Phishing,mock_Mock_Data_01_08_2025.xlsx
icici-inr.top,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicio.top,Phishing,mock_Mock_Data_01_08_2025.xlsx
mta-sts.docs.iciciprulife.co,Phishing,mock_Mock_Data_01_08_2025.xlsx
mta-sts.vpn.iciciproperties.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
dienstleistungsrichtlinie.icicicbank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
988a3cf0-88de-435e-90fe-ef14229bee3b.random.iciciprulife.co,Phishing,mock_Mock_Data_01_08_2025.xlsx
members.icicicbank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
mta-sts.forums.icicibamk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
ww38.secure.iciciditect.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
ere-nova.icicicbank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
iciciv.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicicc.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
imobile.icicibasnk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
ww38.infinitynxt.icicibank.site,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicibank.msy169.xyz,Phishing,mock_Mock_Data_01_08_2025.xlsx
mta-sts.icicibank-staging.alardah.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
server.icicibannk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
ww38.store.iciciprulifeinsurance.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
store.acqweb.icicicbank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
www.buy.icicibanlk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
www.store.icicicdirect.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
fortivpn.iciciprulife.co,Phishing,mock_Mock_Data_01_08_2025.xlsx
zafpshvx.icici.app,Phishing,mock_Mock_Data_01_08_2025.xlsx
www.uat.icici.app,Phishing,mock_Mock_Data_01_08_2025.xlsx
aic1c1.vip,Phishing,mock_Mock_Data_01_08_2025.xlsx
iccici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
iciinsurance.online,Phishing,mock_Mock_Data_01_08_2025.xlsx
l2n2uhji85.icicibasnk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicle1.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
icici.care.co.in,Phishing,mock_Mock_Data_01_08_2025.xlsx
test.icicibank.live,Phishing,mock_Mock_Data_01_08_2025.xlsx
viyionline.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
imenonline.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
stg.icici.app,Phishing,mock_Mock_Data_01_08_2025.xlsx
email.icicicbank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
www.job-in-bank-icici.today,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicci.top,Phishing,mock_Mock_Data_01_08_2025.xlsx
ficicilarnesine.xyz,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicbgroups.online,Phishing,mock_Mock_Data_01_08_2025.xlsx
www.icicihomel.oan.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicn.top,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicin.top,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicibankpersonalloaninchennai.in,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicibankcreditcards.in,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicicici.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicici.cc,Phishing,mock_Mock_Data_01_08_2025.xlsx
icici.nanorep.co,Phishing,mock_Mock_Data_01_08_2025.xlsx
jicici.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx
xcicicicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
picici.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx
lilicici.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicimagos.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx
okicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
wicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicici.wang,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicici.it,Phishing,mock_Mock_Data_01_08_2025.xlsx
icici-learningmatrix.co.uk,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicicici.ml,Phishing,mock_Mock_Data_01_08_2025.xlsx
iconicicing.com.au,Phishing,mock_Mock_Data_01_08_2025.xlsx
komuzicici.ga,Phishing,mock_Mock_Data_01_08_2025.xlsx
picicizylu.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicic.me,Phishing,mock_Mock_Data_01_08_2025.xlsx
idicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicim.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicicitv.xyz,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicinps.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
bicicionline.net,Phishing,mock_Mock_Data_01_08_2025.xlsx
belicicil.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
bificiciriqi.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx
qibimicici.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicici.se,Phishing,mock_Mock_Data_01_08_2025.xlsx
wicicixusa.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx
yicicibuxiangh.top,Phishing,mock_Mock_Data_01_08_2025.xlsx
uriciciposuz.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicici.fun,Phishing,mock_Mock_Data_01_08_2025.xlsx
modicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
yvicicid.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx
vicicimuxy.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx
ricicioterpu.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx
kobicici.ga,Phishing,mock_Mock_Data_01_08_2025.xlsx
weicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicinev.gq,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicinabk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
citcibank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicivil.net.au,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicicicekcilik.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
ulicicibop.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx
bicici.ml,Phishing,mock_Mock_Data_01_08_2025.xlsx
dicicip.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
iturcicici.ml,Phishing,mock_Mock_Data_01_08_2025.xlsx
micici.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx
avicicirean.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicivcs.co.in,Phishing,mock_Mock_Data_01_08_2025.xlsx
icici.banklocationmaps.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
clicicililmardi.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx
kirazbicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
antitoxicicity.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
tricicidsi.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicici.cz,Phishing,mock_Mock_Data_01_08_2025.xlsx
didicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
biciciti.es,Phishing,mock_Mock_Data_01_08_2025.xlsx
lechicicingcookie.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicinstitute.in,Phishing,mock_Mock_Data_01_08_2025.xlsx
apps.cicink.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicicareers.co.ca,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicicicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
ipartnerext.cicilombard.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicibank.com.mcas-gov.ms,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicibankltd.com.admin-mcas-gov.ms,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicibankltd.com.mcas-gov.ms,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicidirect.com.admin-mcas-gov.ms,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicidirect.com.mcas-gov.ms,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicifoundation-connect.org,Phishing,mock_Mock_Data_01_08_2025.xlsx
icici.autonetic.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
icici.sreeannaijewels.in,Phishing,mock_Mock_Data_01_08_2025.xlsx
icici.trademantri.in,Phishing,mock_Mock_Data_01_08_2025.xlsx
bk.icicibank.top,Phishing,mock_Mock_Data_01_08_2025.xlsx
es.icicibank.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicilombardhealthcare.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
app.icicibank.top,Phishing,mock_Mock_Data_01_08_2025.xlsx
icici.ezcred.in,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicibank.customlinks.appsflyer.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicibank.ru,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicihfc.ph,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicihfc.vg,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicihfc.watches,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicici.in,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicici.co,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicici.site,Phishing,mock_Mock_Data_01_08_2025.xlsx
chicicity.co.uk,Phishing,mock_Mock_Data_01_08_2025.xlsx
tricicinexpo.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx
ww1.cictbank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
iciciland.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
yicici.space,Phishing,mock_Mock_Data_01_08_2025.xlsx
wiicicir.gq,Phishing,mock_Mock_Data_01_08_2025.xlsx
ucicicillf.ga,Phishing,mock_Mock_Data_01_08_2025.xlsx
ricici.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
viciciv.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
icici.ru,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicihizins.de,Phishing,mock_Mock_Data_01_08_2025.xlsx
dodicicicli.it,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicine.cm,Phishing,mock_Mock_Data_01_08_2025.xlsx
uzdrowiciciel.pl,Phishing,mock_Mock_Data_01_08_2025.xlsx
apiicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
bibicici.it,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicisapawixa.gq,Phishing,mock_Mock_Data_01_08_2025.xlsx
ixacicicig.ga,Phishing,mock_Mock_Data_01_08_2025.xlsx
lelicicisi.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx
lycicicimivi.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx
micicixasilaje.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx
bicici.eu,Phishing,mock_Mock_Data_01_08_2025.xlsx
picici.ro,Phishing,mock_Mock_Data_01_08_2025.xlsx
adicicisig.gq,Phishing,mock_Mock_Data_01_08_2025.xlsx
chicicitira.monster,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicicircular.eu,Phishing,mock_Mock_Data_01_08_2025.xlsx
dicici.ml,Phishing,mock_Mock_Data_01_08_2025.xlsx
ficicilar.com.tr,Phishing,mock_Mock_Data_01_08_2025.xlsx
kikicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
itumicicitnan.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx
riciciu.ml,Phishing,mock_Mock_Data_01_08_2025.xlsx
jicicidu.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx
apiliciviciciki.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx
ijicicipylid.ga,Phishing,mock_Mock_Data_01_08_2025.xlsx
sicicilsym.gq,Phishing,mock_Mock_Data_01_08_2025.xlsx
zicici.ml,Phishing,mock_Mock_Data_01_08_2025.xlsx
bybiciciniqa.ga,Phishing,mock_Mock_Data_01_08_2025.xlsx
quicicisoun.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx
geltticicilwi.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx
clicicictan.ml,Phishing,mock_Mock_Data_01_08_2025.xlsx
zekicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
medicicircle.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
bilalbicici.com.tr,Phishing,mock_Mock_Data_01_08_2025.xlsx
clicici.ca,Phishing,mock_Mock_Data_01_08_2025.xlsx
bicicleta-lujo.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
bicicletas.xyz,Phishing,mock_Mock_Data_01_08_2025.xlsx
ns1.ciclope.net,Phishing,mock_Mock_Data_01_08_2025.xlsx
ilciciftligi.com.tr,Phishing,mock_Mock_Data_01_08_2025.xlsx
minicici.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicin.gq,Phishing,mock_Mock_Data_01_08_2025.xlsx
atproficicicna.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx
ticici.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx
ciccciciciccicicccii.ga,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicicicicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicledid.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
miciclo.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
tipici.club,Phishing,mock_Mock_Data_01_08_2025.xlsx
i-cicle.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
ns01.bicicletasuperprestigio.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
ns02.bicicletesportocolom.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
ns01.ciclosteo.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
bicicletasushuaia.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
ns01.bicicletastribiker.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
ns01.bicicletasmundopedal.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
biciclasificados.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
ns01.bicicletastope.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
bicicletachopper.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
lcicllc.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
bicicletasbosqueysalud.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
aicici.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx
uicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
labicicleta.co.uk,Phishing,mock_Mock_Data_01_08_2025.xlsx
bicicleta-electrica-usada.store,Phishing,mock_Mock_Data_01_08_2025.xlsx
bicicletas-electricas.online,Phishing,mock_Mock_Data_01_08_2025.xlsx
bicicleta-electrica-segunda-mano.online,Phishing,mock_Mock_Data_01_08_2025.xlsx
bicicims.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
riciclidea.org,Phishing,mock_Mock_Data_01_08_2025.xlsx
cixibank.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicicici.org,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicici.org,Phishing,mock_Mock_Data_01_08_2025.xlsx
ezgificici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
bicici.gen.tr,Phishing,mock_Mock_Data_01_08_2025.xlsx
ciciba.info,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicifosilcici.shop,Phishing,mock_Mock_Data_01_08_2025.xlsx
ciibank.pl,Phishing,mock_Mock_Data_01_08_2025.xlsx
jicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
micici.fr,Phishing,mock_Mock_Data_01_08_2025.xlsx
dicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicici.store,Phishing,mock_Mock_Data_01_08_2025.xlsx
micicipi.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
micicipii.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
yenigibicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
kiciciap.shop,Phishing,mock_Mock_Data_01_08_2025.xlsx
yenigibicici.xyz,Phishing,mock_Mock_Data_01_08_2025.xlsx
bnpparibasbicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicipi.top,Phishing,mock_Mock_Data_01_08_2025.xlsx
makasicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicici.id,Phishing,mock_Mock_Data_01_08_2025.xlsx
mimicicicaketng.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
tistdetelicici.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx
falicici.online,Phishing,mock_Mock_Data_01_08_2025.xlsx
undiciclo.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
iciclestraw.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
riciclamente.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
gokcebicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
iciciea.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
bicici.online,Phishing,mock_Mock_Data_01_08_2025.xlsx
bicici.net,Phishing,mock_Mock_Data_01_08_2025.xlsx
aicicia.se,Phishing,mock_Mock_Data_01_08_2025.xlsx
aicicia.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
aicicia.art,Phishing,mock_Mock_Data_01_08_2025.xlsx
juicici.campsite.bio,Phishing,mock_Mock_Data_01_08_2025.xlsx
uwicicis.myhostpoint.ch,Phishing,mock_Mock_Data_01_08_2025.xlsx
aicicicici.repl.co,Phishing,mock_Mock_Data_01_08_2025.xlsx
citicicifulworl.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx
hepsicici.com.polkaconnect.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
spiciciden.ga,Phishing,mock_Mock_Data_01_08_2025.xlsx
otticicio.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
icbank.net,Phishing,mock_Mock_Data_01_08_2025.xlsx
cibcbank.net,Phishing,mock_Mock_Data_01_08_2025.xlsx
artebicicitytours.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
versdicici.gq,Phishing,mock_Mock_Data_01_08_2025.xlsx
simplicicity.de,Phishing,mock_Mock_Data_01_08_2025.xlsx
arcticicicles.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
juicici.store,Phishing,mock_Mock_Data_01_08_2025.xlsx
tunaicicilan.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
nesibebicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
prodottitipiciciociari.it,Phishing,mock_Mock_Data_01_08_2025.xlsx
ticicity.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
omicicintufar.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx
dicic.link,Phishing,mock_Mock_Data_01_08_2025.xlsx
bicicletaspara.info,Phishing,mock_Mock_Data_01_08_2025.xlsx
lokvicici.hippocamp.eu,Phishing,mock_Mock_Data_01_08_2025.xlsx
tranaficicil.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx
8maysite2-ozficici.me,Phishing,mock_Mock_Data_01_08_2025.xlsx
mimicicicake.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
mimicicicake.com.kueulangtahunbogor.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicicircular.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
licicis.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
onariciciftci.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
meokicicit.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx
quicicidi.cf,Phishing,mock_Mock_Data_01_08_2025.xlsx
iciciconverse.byteprophecy.accenture.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
ww01.citibank.com.in,Phishing,mock_Mock_Data_01_08_2025.xlsx
micicipi.ir,Phishing,mock_Mock_Data_01_08_2025.xlsx
custmail.icicibank.com.mcas.ms,Phishing,mock_Mock_Data_01_08_2025.xlsx
cvicicizralok.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
iciciacs.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
autoconfig.ciciprulife.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicicity.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
firstdataicici.magecomp.org,Phishing,mock_Mock_Data_01_08_2025.xlsx
bankicici.wuaze.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
blicicil.app,Phishing,mock_Mock_Data_01_08_2025.xlsx
yurticicicekcilik.online,Phishing,mock_Mock_Data_01_08_2025.xlsx
drvelicicimen.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
argold-icici.aerele.in,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicibudgeting.magitt.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
nesibebiciciart.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
icici-lombardhelpdocs.cogdam.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
yurticicicekcilik.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
icbank.cc,Phishing,mock_Mock_Data_01_08_2025.xlsx
themusicicityaccball.org,Phishing,mock_Mock_Data_01_08_2025.xlsx
ww01.cidibank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
uaticici.aalroot.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
umanerficicin.tk,Phishing,mock_Mock_Data_01_08_2025.xlsx
dicici.net,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicici.vip,Phishing,mock_Mock_Data_01_08_2025.xlsx
ccbank.online,Phishing,mock_Mock_Data_01_08_2025.xlsx
vaicicigroup.net,Phishing,mock_Mock_Data_01_08_2025.xlsx
centriacusticicisento.it,Phishing,mock_Mock_Data_01_08_2025.xlsx
dev-icici.pantheonsite.io,Phishing,mock_Mock_Data_01_08_2025.xlsx
infinity.icicibank.com.mcas.ms,Phishing,mock_Mock_Data_01_08_2025.xlsx
biciciotomotivkonya.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
icici.creditmonitor.info,Phishing,mock_Mock_Data_01_08_2025.xlsx
icici.bank.co.in,Phishing,mock_Mock_Data_01_08_2025.xlsx
ricici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
janicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
dodicicilindri.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
idicicihe.shop,Phishing,mock_Mock_Data_01_08_2025.xlsx
jidicicicixidiiddi.one,Phishing,mock_Mock_Data_01_08_2025.xlsx
quizsilver.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
uicicifmre.ewefvo.homes,Phishing,mock_Mock_Data_01_08_2025.xlsx
icici.sworks.co.in,Phishing,mock_Mock_Data_01_08_2025.xlsx
weicicizhuan.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
pipicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
oembrand.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicis.cis.asu.edu.eg,Phishing,mock_Mock_Data_01_08_2025.xlsx
dicicilaja.info,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicici.altervista.org,Phishing,mock_Mock_Data_01_08_2025.xlsx
mimicici-qc.direct.quickconnect.to,Phishing,mock_Mock_Data_01_08_2025.xlsx
lvicicira.shop,Phishing,mock_Mock_Data_01_08_2025.xlsx
shicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
bodhicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
aicicill.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
xicici.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx
klicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
bicicihukuk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
eticicibebe.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicicil.sbs,Phishing,mock_Mock_Data_01_08_2025.xlsx
iciciyvao.shop,Phishing,mock_Mock_Data_01_08_2025.xlsx
mybicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
apartmenticici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
leoagarbatti.icicirud.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
micicipi.ruk.eug.store.mx0.edushophk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
ficicioglu.de,Phishing,mock_Mock_Data_01_08_2025.xlsx
denicici.direct.quickconnect.to,Phishing,mock_Mock_Data_01_08_2025.xlsx
dramaiciciari.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
credit-auto-bicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
lokvicici.iptvsmart.eu,Phishing,mock_Mock_Data_01_08_2025.xlsx
micicipi.top,Phishing,mock_Mock_Data_01_08_2025.xlsx
de.xixizizicici.store,Phishing,mock_Mock_Data_01_08_2025.xlsx
chickibank.au,Phishing,mock_Mock_Data_01_08_2025.xlsx
democraticicivici.it,Phishing,mock_Mock_Data_01_08_2025.xlsx
nam.simntit.nicici.adata.in,Phishing,mock_Mock_Data_01_08_2025.xlsx
polatbicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
polatbicici.online,Phishing,mock_Mock_Data_01_08_2025.xlsx
polatbicici.xyz,Phishing,mock_Mock_Data_01_08_2025.xlsx
kwikid.kyc.priv.icici.getkwikid.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
ycfguneskiricicit.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
cicicici.direct.quickconnect.to,Phishing,mock_Mock_Data_01_08_2025.xlsx
bicici.croatia.topdestination.it,Phishing,mock_Mock_Data_01_08_2025.xlsx
icicrts.in,Phishing,mock_Mock_Data_01_08_2025.xlsx
geciktiricici.palgat.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
daodaocicicishang2866.top,Phishing,mock_Mock_Data_01_08_2025.xlsx
gameicicie.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
iddia-bicici-be.arolitec.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
wicicio1.pro,Phishing,mock_Mock_Data_01_08_2025.xlsx
icbcbank.ru,Phishing,mock_Mock_Data_01_08_2025.xlsx
cacibank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
bicicimum.com.tr,Phishing,mock_Mock_Data_01_08_2025.xlsx
zicicip-157-89.df.gov.br,Phishing,mock_Mock_Data_01_08_2025.xlsx
lokvicici.travellove.eu,Phishing,mock_Mock_Data_01_08_2025.xlsx
bicici.croatia.topdestination.de,Phishing,mock_Mock_Data_01_08_2025.xlsx
suryaticici32.erwinnila123.my.id,Phishing,mock_Mock_Data_01_08_2025.xlsx
optifiiicicidev.betadelivery.com,Phishing,mock_Mock_Data_01_08_2025.xlsx
kiciciuchy.pl,Phishing,mock_Mock_Data_01_08_2025.xlsx
cibcbank.me,Phishing,mock_Mock_Data_01_08_2025.xlsx
