domain,label,source,domain_length,digit_ratio,dot_ratio,num_hyphens,hyphen_ratio,num_special_chars,special_char_ratio,subdomain_count,brand_keyword_position,registered_domain_length,has_cse_keyword_in_subdomain,is_malicious_gtld,brand_to_reg_length_ratio,min_brand_levenshtein,has_brand_in_path,has_ip,has_repeated_digits,consonant_ratio,vowel_ratio,longest_consonant_run,is_punycode,subdomain_depth,is_common_tld,tld_length,entropy,has_login,has_signin,has_secure,has_account,has_verify,has_update,has_support,has_banking,has_paypal,has_auth,has_security,has_confirm,has_https
icici-api.complyment.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,24.0,0.0,0.08333333333333333,1.0,0.041666666666666664,0.0,0.0,1.0,2.0,14.0,1.0,0.0,0.35714285714285715,0.6,0.0,0.0,0.0,0.5416666666666666,0.3333333333333333,5.0,0.0,1.0,1.0,3.0,3.4701755214643453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iciciapi.omnistrate.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,23.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,1.0,2.0,14.0,1.0,0.0,0.35714285714285715,0.3333333333333333,0.0,0.0,0.0,0.4782608695652174,0.43478260869565216,3.0,0.0,1.0,1.0,3.0,3.3772781309874365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iciciservices.shristype.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,27.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,1.0,2.0,13.0,1.0,0.0,0.38461538461538464,0.6666666666666666,0.0,0.0,0.0,0.5925925925925926,0.3333333333333333,4.0,0.0,1.0,1.0,3.0,3.4080531326597545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iciciservices.takeitec.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,25.0,0.0,0.08,0.0,0.0,0.0,0.0,1.0,2.0,11.0,1.0,0.0,0.45454545454545453,99.0,0.0,0.0,0.0,0.48,0.44,2.0,0.0,1.0,0.0,2.0,3.1434651896016472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iciciservices.extraincome.org.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,32.0,0.0,0.09375,0.0,0.0,0.0,0.0,2.0,2.0,6.0,1.0,0.0,0.8333333333333334,0.75,0.0,0.0,0.0,0.5,0.40625,3.0,0.0,2.0,0.0,2.0,3.5306390622295662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iciciservices.trusteasy.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,26.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,1.0,2.0,12.0,1.0,0.0,0.4166666666666667,99.0,0.0,0.0,0.0,0.5384615384615384,0.38461538461538464,2.0,0.0,1.0,0.0,2.0,3.349692968957871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicidirects.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,15.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.3333333333333333,99.0,0.0,0.0,0.0,0.5333333333333333,0.4,3.0,0.0,0.0,0.0,2.0,2.8402239289418523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicitrading.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,15.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.3333333333333333,99.0,0.0,0.0,0.0,0.5333333333333333,0.4,2.0,0.0,0.0,0.0,2.0,3.0565647621309537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icici.qdegrees.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,18.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,2.0,12.0,1.0,0.0,0.4166666666666667,0.6,0.0,0.0,0.0,0.5,0.3888888888888889,2.0,0.0,1.0,1.0,3.0,3.266332639970623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iciciservices.otavamnr.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,25.0,0.0,0.08,0.0,0.0,0.0,0.0,1.0,2.0,11.0,1.0,0.0,0.45454545454545453,99.0,0.0,0.0,0.0,0.52,0.4,3.0,0.0,1.0,0.0,2.0,3.443856189774724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicinri.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,12.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.4166666666666667,0.6,0.0,0.0,0.0,0.5,0.4166666666666667,2.0,0.0,0.0,1.0,3.0,2.5220552088742005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicitoken.ledgers.cloud,Phishing,mock_Mock_Data_01_08_2025.xlsx,24.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,1.0,2.0,13.0,1.0,0.0,0.38461538461538464,99.0,0.0,0.0,0.0,0.5416666666666666,0.375,2.0,0.0,1.0,0.0,5.0,3.6572682296173897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icici.carrer.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,15.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,2.0,9.0,1.0,0.0,0.5555555555555556,0.6,0.0,0.0,0.0,0.4666666666666667,0.4,2.0,0.0,1.0,0.0,2.0,2.6062389286533896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.fbmlive.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,21.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,1.0,2.0,11.0,1.0,0.0,0.45454545454545453,0.6666666666666666,0.0,0.0,0.0,0.5714285714285714,0.3333333333333333,4.0,0.0,1.0,1.0,3.0,3.4992275417233567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icici.woho.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,13.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,1.0,2.0,7.0,1.0,0.0,0.7142857142857143,0.6,0.0,0.0,0.0,0.38461538461538464,0.46153846153846156,1.0,0.0,1.0,0.0,2.0,2.6235166412180155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.carreer.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,21.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,1.0,2.0,11.0,1.0,0.0,0.45454545454545453,0.6666666666666666,0.0,0.0,0.0,0.5238095238095238,0.38095238095238093,2.0,0.0,1.0,1.0,3.0,3.27280432733462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicifake.000webhostapp.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,27.0,0.1111111111111111,0.07407407407407407,0.0,0.0,0.0,0.0,1.0,2.0,17.0,1.0,0.0,0.29411764705882354,0.3333333333333333,0.0,0.0,1.0,0.48148148148148145,0.3333333333333333,2.0,0.0,1.0,1.0,3.0,3.8561962982193805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicipru.amc.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,15.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0,0.8333333333333334,0.6,0.0,0.0,0.0,0.4666666666666667,0.4,2.0,0.0,1.0,0.0,2.0,2.923231428797621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iciciint.cubehighways.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,25.0,0.0,0.08,0.0,0.0,0.0,0.0,1.0,2.0,16.0,1.0,0.0,0.3125,0.3333333333333333,0.0,0.0,0.0,0.56,0.36,3.0,0.0,1.0,1.0,3.0,3.6994705707972515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicicj.shop,Phishing,mock_Mock_Data_01_08_2025.xlsx,12.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,0.4166666666666667,0.4,0.0,0.0,0.0,0.5833333333333334,0.3333333333333333,2.0,0.0,0.0,0.0,4.0,2.792481250360578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
api-admin-icici-bap-preprod.bharatvyapaar.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,45.0,0.0,0.044444444444444446,4.0,0.08888888888888889,0.0,0.0,1.0,2.0,17.0,1.0,0.0,0.29411764705882354,0.6,0.0,0.0,0.0,0.5111111111111111,0.35555555555555557,3.0,0.0,1.0,1.0,3.0,3.7590937974177394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iciciprulife-evl.onignio.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,28.0,0.0,0.07142857142857142,1.0,0.03571428571428571,0.0,0.0,1.0,2.0,11.0,1.0,0.0,0.45454545454545453,0.6666666666666666,0.0,0.0,0.0,0.4642857142857143,0.42857142857142855,2.0,0.0,1.0,1.0,3.0,3.6280852788913944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
it.icici.asset.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,18.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,2.0,2.0,9.0,1.0,0.0,0.5555555555555556,0.6,0.0,0.0,0.0,0.4444444444444444,0.3888888888888889,2.0,0.0,2.0,1.0,3.0,2.9749375012019272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicipru.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,11.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.45454545454545453,0.6,0.0,0.0,0.0,0.45454545454545453,0.45454545454545453,2.0,0.0,0.0,0.0,2.0,2.5949066182439395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icici.birect.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,16.0,0.0,0.125,0.0,0.0,0.0,0.0,1.0,2.0,10.0,1.0,0.0,0.5,0.6,0.0,0.0,0.0,0.5,0.375,2.0,0.0,1.0,1.0,3.0,2.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.giftz.ai,Phishing,mock_Mock_Data_01_08_2025.xlsx,18.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,2.0,8.0,1.0,0.0,0.625,99.0,0.0,0.0,0.0,0.5,0.3888888888888889,3.0,0.0,1.0,0.0,2.0,3.1916116417513782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicihdfc.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,13.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.38461538461538464,0.6666666666666666,0.0,0.0,0.0,0.6153846153846154,0.3076923076923077,4.0,0.0,0.0,1.0,3.0,2.71929452566698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foreveryoung.enterprises,Phishing,mock_Mock_Data_01_08_2025.xlsx,24.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.5833333333333334,0.375,3.0,0.0,0.0,0.0,11.0,3.5178941476196224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foreveryoung.luxury,Phishing,mock_Mock_Data_01_08_2025.xlsx,19.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.5789473684210527,0.3684210526315789,2.0,0.0,0.0,0.0,6.0,3.4316235658474303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foreveryoungrp.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,18.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6111111111111112,0.3333333333333333,4.0,0.0,0.0,1.0,3.0,3.5304930567574826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs-iciciprulife.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,19.0,0.0,0.05263157894736842,1.0,0.05263157894736842,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.2631578947368421,0.6666666666666666,0.0,0.0,0.0,0.5263157894736842,0.3684210526315789,2.0,0.0,0.0,1.0,3.0,3.4058222502856896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
www.my.bicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,17.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,2.0,1.0,10.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.5882352941176471,0.23529411764705882,3.0,0.0,2.0,1.0,3.0,2.851018723094229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ww51.icicicibank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,20.0,0.1,0.1,0.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0,0.5,0.3,2.0,0.0,1.0,1.0,3.0,3.321928094887362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
add.icicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,15.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,0.45454545454545453,0.4,0.0,0.0,0.0,0.4666666666666667,0.4,2.0,0.0,1.0,1.0,3.0,2.5735572622751848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
www.ww.icicidirct.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,21.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,2.0,1.0,14.0,0.0,0.0,0.35714285714285715,0.6666666666666666,0.0,0.0,0.0,0.6190476190476191,0.23809523809523808,3.0,0.0,2.0,1.0,3.0,2.851149423893032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
content.icicidirect.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,22.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,0.35714285714285715,99.0,0.0,0.0,0.0,0.5454545454545454,0.36363636363636365,2.0,0.0,1.0,0.0,2.0,2.988316710610012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kaanficici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.35714285714285715,0.6666666666666666,0.0,0.0,0.0,0.5,0.42857142857142855,2.0,0.0,0.0,1.0,3.0,2.9852281360342525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ww38.icicibankcareer.xyz,Phishing,mock_Mock_Data_01_08_2025.xlsx,24.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,19.0,0.0,1.0,0.2631578947368421,1.0,0.0,0.0,0.0,0.5416666666666666,0.2916666666666667,3.0,0.0,1.0,0.0,3.0,3.7720552088742005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ww38.icicibankpersonalloan.xyz,Phishing,mock_Mock_Data_01_08_2025.xlsx,30.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,1.0,1.0,25.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.5666666666666667,0.3,3.0,0.0,1.0,0.0,3.0,4.0980685120588385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
www.app.icicibankcreditcard.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,31.0,0.0,0.0967741935483871,0.0,0.0,0.0,0.0,2.0,1.0,23.0,0.0,0.0,0.21739130434782608,0.6666666666666666,0.0,0.0,0.0,0.6129032258064516,0.2903225806451613,4.0,0.0,2.0,1.0,3.0,3.667928472292448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hostmaster.www.icicibankcreditcard.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,38.0,0.0,0.07894736842105263,0.0,0.0,0.0,0.0,2.0,1.0,23.0,0.0,0.0,0.21739130434782608,0.6666666666666666,0.0,0.0,0.0,0.631578947368421,0.2894736842105263,4.0,0.0,2.0,1.0,3.0,3.843083355936897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
www.in.icicibankcreditcard.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,30.0,0.0,0.1,0.0,0.0,0.0,0.0,2.0,1.0,23.0,0.0,0.0,0.21739130434782608,0.6666666666666666,0.0,0.0,0.0,0.6,0.3,4.0,0.0,2.0,1.0,3.0,3.5492553971685004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
www.old.icicibankcreditcard.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,31.0,0.0,0.0967741935483871,0.0,0.0,0.0,0.0,2.0,1.0,23.0,0.0,0.0,0.21739130434782608,0.6666666666666666,0.0,0.0,0.0,0.6129032258064516,0.2903225806451613,4.0,0.0,2.0,1.0,3.0,3.667928472292448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
www.www.metric.icicibankcreditcard.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,38.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,3.0,1.0,23.0,0.0,0.0,0.21739130434782608,0.6666666666666666,0.0,0.0,0.0,0.631578947368421,0.2631578947368421,4.0,0.0,3.0,1.0,3.0,3.5272938822526863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
www.icicibank.icicilombart.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,30.0,0.0,0.1,0.0,0.0,0.0,0.0,2.0,1.0,16.0,1.0,0.0,0.3125,0.6666666666666666,0.0,0.0,0.0,0.5666666666666667,0.3333333333333333,3.0,0.0,2.0,1.0,3.0,3.419250912838829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forums.icicibankcreditcard.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,30.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,1.0,1.0,23.0,0.0,0.0,0.21739130434782608,0.6666666666666666,0.0,0.0,0.0,0.6,0.3333333333333333,4.0,0.0,1.0,1.0,3.0,3.7614063297218427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reports.icicibankcreditcard.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,31.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,1.0,1.0,23.0,0.0,0.0,0.21739130434782608,0.6666666666666666,0.0,0.0,0.0,0.6129032258064516,0.3225806451612903,4.0,0.0,1.0,1.0,3.0,3.6764659725018163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mail.icicibankco.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,20.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0,0.5,0.4,3.0,0.0,1.0,1.0,3.0,3.121928094887362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catalog.eazypayicicibank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,28.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.25,0.6666666666666666,0.0,0.0,0.0,0.5357142857142857,0.39285714285714285,3.0,0.0,1.0,1.0,3.0,3.72290749432188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
checkmypersonalloanstatusicicibank.com.cialisonla.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,53.0,0.0,0.05660377358490566,0.0,0.0,0.0,0.0,2.0,2.0,14.0,1.0,0.0,0.35714285714285715,0.6666666666666666,0.0,0.0,0.0,0.5849056603773585,0.3584905660377358,5.0,0.0,2.0,1.0,3.0,3.880933371319223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ebrubicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.35714285714285715,0.6666666666666666,0.0,0.0,0.0,0.5,0.42857142857142855,2.0,0.0,0.0,1.0,3.0,2.9852281360342516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
admin.wwwicicibank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,22.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,1.0,16.0,0.0,0.0,0.3125,0.3333333333333333,0.0,0.0,0.0,0.5909090909090909,0.3181818181818182,3.0,0.0,1.0,1.0,3.0,3.299896391167891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.comndeed.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,22.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,2.0,12.0,1.0,0.0,0.4166666666666667,0.6666666666666666,0.0,0.0,0.0,0.5454545454545454,0.36363636363636365,3.0,0.0,1.0,1.0,3.0,3.334209459448049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acqweb.icicicibank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,22.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0,0.5454545454545454,0.36363636363636365,3.0,0.0,1.0,1.0,3.0,3.2953570516174415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eazypayapp.icicibnk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,23.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,0.4166666666666667,0.1111111111111111,0.0,0.0,0.0,0.5652173913043478,0.34782608695652173,3.0,0.0,1.0,1.0,3.0,3.522711955680758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicidirectn.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,15.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.3333333333333333,99.0,0.0,0.0,0.0,0.5333333333333333,0.4,3.0,0.0,0.0,0.0,2.0,2.8402239289418523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibankonnect.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,18.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.2777777777777778,99.0,0.0,0.0,0.0,0.5555555555555556,0.3888888888888889,2.0,0.0,0.0,0.0,2.0,3.086048612313038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibank.newsfeedsmartapps.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,31.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,1.0,2.0,21.0,1.0,0.0,0.23809523809523808,0.6666666666666666,0.0,0.0,0.0,0.6129032258064516,0.3225806451612903,3.0,0.0,1.0,1.0,3.0,3.9292144551992183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibankkonnect.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,19.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.2631578947368421,99.0,0.0,0.0,0.0,0.5789473684210527,0.3684210526315789,3.0,0.0,0.0,0.0,2.0,3.11583409216322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibankbizcircle.rawranked.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,32.0,0.0,0.0625,0.0,0.0,0.0,0.0,1.0,2.0,13.0,1.0,0.0,0.38461538461538464,0.6666666666666666,0.0,0.0,0.0,0.59375,0.34375,3.0,0.0,1.0,1.0,3.0,3.664717001462482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ns.icicidirectlogin.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,23.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.25,0.6666666666666666,0.0,0.0,0.0,0.5652173913043478,0.34782608695652173,3.0,0.0,1.0,1.0,3.0,3.410099326733674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eazypay.icicibak.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,20.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,0.4166666666666667,0.1111111111111111,0.0,0.0,0.0,0.5,0.4,3.0,0.0,1.0,1.0,3.0,3.408694969562842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yoginicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.21428571428571427,0.6666666666666666,0.0,0.0,0.0,0.5,0.42857142857142855,1.0,0.0,0.0,1.0,3.0,2.7534343861887853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
