domain,label,source
logowework.com.br,Phishing,Fresh-Feed
43-bikes.com,Phishing,Fresh-Feed
hetkapadiya.github.io,Phishing,Fresh-Feed
53-auth.ddns.net,Phishing,Fresh-Feed
account-manager-ils.ubpages.com,Phishing,Fresh-Feed
com-trackccl.top,Phishing,Fresh-Feed
99currentlyupdate.weebly.com,Phishing,Fresh-Feed
atendimentosemelhanteinterhouse.000webhostapp.com,Phishing,Fresh-Feed
liblockchain.org,Phishing,Fresh-Feed
thehomebenefitprogram.com,Phishing,Fresh-Feed
brightervisionsites30.com,Phishing,Fresh-Feed
anket.kalthefest.org,Phishing,Fresh-Feed
uspsaki.vip,Phishing,Fresh-Feed
darmoedov-steal.site,Phishing,Fresh-Feed
jirafeu.meerai.eu,Phishing,Fresh-Feed
www.ask-managementtraining.de,Phishing,Fresh-Feed
892692b8ebf4fb4.v5qeqcxy-krgkfg-yltn9in-q9w6be-qaekpo.usrfiles.com,Phishing,Fresh-Feed
appraisal-questions.vercel.app,Phishing,Fresh-Feed
ourfuturedream.com,Phishing,Fresh-Feed
com-lq60.xin,Phishing,Fresh-Feed
ruststack.net,Phishing,Fresh-Feed
coronavirus.zone,Phishing,Fresh-Feed
tkaystore.com,Phishing,Fresh-Feed
thebosstheory.com,Phishing,Fresh-Feed
serviceaxg.hair,Phishing,Fresh-Feed
42dd7e42.satgrjtxcvdv.org.cn,Phishing,Fresh-Feed
yyw114.cn,Phishing,Fresh-Feed
star-gate.starhaven.in.net,Phishing,Fresh-Feed
02lw4x.cn,Phishing,Fresh-Feed
5fgrrg44g4g4h4.blogspot.com,Phishing,Fresh-Feed
52.73.108.89,Phishing,Fresh-Feed
att-103384.weeblysite.com,Phishing,Fresh-Feed
account-update.stljqyo.cn,Phishing,Fresh-Feed
bunifood.com,Phishing,Fresh-Feed
aumentosimsolicite.s3.us-east-005.backblazeb2.com,Phishing,Fresh-Feed
lashdbutnotleast.com,Phishing,Fresh-Feed
servicegxl.hair,Phishing,Fresh-Feed
5fgfgfgf44gh4.blogspot.com,Phishing,Fresh-Feed
com-xiaohaii.top,Phishing,Fresh-Feed
54.209.199.193,Phishing,Fresh-Feed
21397.weebly.com,Phishing,Fresh-Feed
1d6p2nxd.duckdns.org,Phishing,Fresh-Feed
www.smbcnhelp.carservicecoupons.com,Phishing,Fresh-Feed
20-46-244-72.cprapid.com,Phishing,Fresh-Feed
manta-network.pages.dev,Phishing,Fresh-Feed
anaozn.botfam.com,Phishing,Fresh-Feed
anonymixer.co,Phishing,Fresh-Feed
xlightsfaces.com,Phishing,Fresh-Feed
hf4d.pages.dev,Phishing,Fresh-Feed
abgleich-kundennummer-479703.3dr.info,Phishing,Fresh-Feed
anatronco.com,Phishing,Fresh-Feed
hiltrunde.shop,Phishing,Fresh-Feed
acm4.cloudns.nz,Phishing,Fresh-Feed
fredarlessonmark.com,Phishing,Fresh-Feed
3243254356546.3453454343535.repl.co,Phishing,Fresh-Feed
pro-tvoydom.ru,Phishing,Fresh-Feed
coinbaselogindesk.blogspot.lu,Phishing,Fresh-Feed
44d5f644c2bd4f24594682f0888a2412-dot-gle9392420309493993.rj.r.appspot.com,Phishing,Fresh-Feed
20200729061317-dot-p7q8y6t5.appspot.com,Phishing,Fresh-Feed
account-help-center-9139551239.vercel.app,Phishing,Fresh-Feed
173.254.8.228,Phishing,Fresh-Feed
6786iuojhgytuikji.pages.dev,Phishing,Fresh-Feed
pinline.site,Phishing,Fresh-Feed
parsinstore.com,Phishing,Fresh-Feed
heycait.co,Phishing,Fresh-Feed
pswrdlk.cf,Phishing,Fresh-Feed
558ln26e1.top,Phishing,Fresh-Feed
amazsuppercenterbill.com,Phishing,Fresh-Feed
0c9f2aaf-7d0f-430a-a0be-48a7d1dcf7a6.htmlcomponentservice.com,Phishing,Fresh-Feed
myhermes.de-xxez.top,Phishing,Fresh-Feed
aktiifkaanpaylaterrs4.cs-reesmi3.xyz,Phishing,Fresh-Feed
237.225.205.92.host.secureserver.net,Phishing,Fresh-Feed
harasement233210.duckdns.org,Phishing,Fresh-Feed
21780-4352.s1.webspace.re,Phishing,Fresh-Feed
a0565041.xsph.ru,Phishing,Fresh-Feed
boxsco.website,Phishing,Fresh-Feed
brokentools.xyz,Phishing,Fresh-Feed
trackingxe.life,Phishing,Fresh-Feed
365aan.com,Phishing,Fresh-Feed
5129ca7c470d3e7742ee91666847c79d-dot-gle9392420309493993.rj.r.appspot.com,Phishing,Fresh-Feed
98sportandstreet.gr,Phishing,Fresh-Feed
52.14.205.198,Phishing,Fresh-Feed
account.unlock-pages-help.cloud,Phishing,Fresh-Feed
5fa.live,Phishing,Fresh-Feed
truyenkyvolam.mobi,Phishing,Fresh-Feed
1005519.com,Phishing,Fresh-Feed
account-help-id033195916.vercel.app,Phishing,Fresh-Feed
bonekabonekaku.com,Phishing,Fresh-Feed
3ddlmtay.robertaocana.com.br,Phishing,Fresh-Feed
texas-ww.cc,Phishing,Fresh-Feed
att-103392-107959.weeblysite.com,Phishing,Fresh-Feed
a0607646.xsph.ru,Phishing,Fresh-Feed
checkmyshirts.com,Phishing,Fresh-Feed
blog.luozhou.xyz,Phishing,Fresh-Feed
3-newlogin.com,Phishing,Fresh-Feed
homebanking-belgie.xyz,Phishing,Fresh-Feed
softsale.ie,Phishing,Fresh-Feed
com-trackgvs.top,Phishing,Fresh-Feed
vote2024trump.com,Phishing,Fresh-Feed
alexfranco.co,Phishing,Fresh-Feed
airbnb-clone-md42rt3ev-stuehrmannp.vercel.app,Phishing,Fresh-Feed
anamzo.cekcara.com,Phishing,Fresh-Feed
3dvboissonyqekvrnfdjya.tempa-bersama.co.id,Phishing,Fresh-Feed
focamearsy.com,Phishing,Fresh-Feed
handle-user-qualify-8f9b1.firebaseapp.com,Phishing,Fresh-Feed
6p1aa.com,Phishing,Fresh-Feed
hans-ledlite.com,Phishing,Fresh-Feed
yildirim-firsati.xyz,Phishing,Fresh-Feed
google-drive.myq-see.com,Phishing,Fresh-Feed
atreveteaemprender.com,Phishing,Fresh-Feed
103.56.16.107,Phishing,Fresh-Feed
3rdperson.ml,Phishing,Fresh-Feed
buzinessidea.com,Phishing,Fresh-Feed
55166.vip,Phishing,Fresh-Feed
07.prayeroyal.com,Phishing,Fresh-Feed
abdullahsheikh.info,Phishing,Fresh-Feed
fikria.com,Phishing,Fresh-Feed
dk-post-posstnord.sbs,Phishing,Fresh-Feed
tranpip.com,Phishing,Fresh-Feed
ecconom.ru,Phishing,Fresh-Feed
brokenbones.ga,Phishing,Fresh-Feed
75ea89d2.voag.cn,Phishing,Fresh-Feed
108.61.209.236,Phishing,Fresh-Feed
ajdepehlisale.gb.net,Phishing,Fresh-Feed
kickykart.com,Phishing,Fresh-Feed
34.234.194.111,Phishing,Fresh-Feed
44f4bm8jj.tjgs.a7fwx4s.y4sk4f.fs.2ejmf.jjxp.scyrz6q.3k4y.cn2gbzw.epjnheai6.ndsye.6b8scztpm.rbfkhx.de.w.2qkwnw.hmtr.5ntsprmyy.awejw.jphz.iyxw3qjcn.ens3c.pay.paypalcancel.cc,Phishing,Fresh-Feed
workshopawardsvoted.com,Phishing,Fresh-Feed
67382-3434344-43555.netlify.app,Phishing,Fresh-Feed
583075-dot-n-e-w-me-ss-age-po-rt-al.wl.r.appspot.com,Phishing,Fresh-Feed
52383.cc,Phishing,Fresh-Feed
1ogin-microsoftqinpbfhejkkpbeq-furdxysscvftlnjd-qfcrydbfrcbsfso.netlify.app,Phishing,Fresh-Feed
cottonagro.uz,Phishing,Fresh-Feed
0912836586576325405.com,Phishing,Fresh-Feed
adriakedil.com,Phishing,Fresh-Feed
tuval-mobilya.com,Phishing,Fresh-Feed
www.oklvld.pl.ua,Phishing,Fresh-Feed
1211-341g.vercel.app,Phishing,Fresh-Feed
4qax-bmmanager041370.vercel.app,Phishing,Fresh-Feed
myhermes.de-vxve.top,Phishing,Fresh-Feed
54.156.37.46,Phishing,Fresh-Feed
account-sign-in.netlify.app,Phishing,Fresh-Feed
ezdrivemafv.vip,Phishing,Fresh-Feed
gointaxi.com,Phishing,Fresh-Feed
venteypunto.com,Phishing,Fresh-Feed
2paylah.life,Phishing,Fresh-Feed
6h665.com,Phishing,Fresh-Feed
365pse.com,Phishing,Fresh-Feed
gatehub.club,Phishing,Fresh-Feed
avmaxvip.com,Phishing,Fresh-Feed
138.197.164.131,Phishing,Fresh-Feed
a-teamsanitization.com,Phishing,Fresh-Feed
poesia.hopto.org,Phishing,Fresh-Feed
rock-net.stonehaven.in.net,Phishing,Fresh-Feed
allaboutpoolsnbuilder.com,Phishing,Fresh-Feed
wz760.com,Phishing,Fresh-Feed
ariseint.org,Phishing,Fresh-Feed
accrez.com,Phishing,Fresh-Feed
myhermes.de-xzsy.top,Phishing,Fresh-Feed
anazom.bgsritx.buzz,Phishing,Fresh-Feed
emailaccountclosure.weebly.com,Phishing,Fresh-Feed
fqnvtmqsywublocpheas.eu,Phishing,Fresh-Feed
tulsipada1.000webhostapp.com,Phishing,Fresh-Feed
146.190.101.84,Phishing,Fresh-Feed
service-courrier-suivi.com,Phishing,Fresh-Feed
116919316876599403212456224157113935.eu-gb.cf.appdomain.cloud,Phishing,Fresh-Feed
614933-dot-n-e-w-me-ss-age-po-rt-al.wl.r.appspot.com,Phishing,Fresh-Feed
myhermes.de-yxjs.top,Phishing,Fresh-Feed
5510001.top,Phishing,Fresh-Feed
tamakoshisanchar.com,Phishing,Fresh-Feed
2020attcommunicationnetwork.weebly.com,Phishing,Fresh-Feed
1dwckpiy.qwo231sdx.club,Phishing,Fresh-Feed
rustcomponent.com,Phishing,Fresh-Feed
20347-3203.s2.webspace.re,Phishing,Fresh-Feed
hamises.com,Phishing,Fresh-Feed
365onlinewebsupport.com,Phishing,Fresh-Feed
uwdocn43.top,Phishing,Fresh-Feed
3material.org,Phishing,Fresh-Feed
acikdenizyeniyilkredi.tk,Phishing,Fresh-Feed
app-quickprotocols.tech,Phishing,Fresh-Feed
cocojambo.collector-steal.ga,Phishing,Fresh-Feed
209.34.238.35.bc.googleusercontent.com,Phishing,Fresh-Feed
213.202.247.88,Phishing,Fresh-Feed
www.sixshop.com,Phishing,Fresh-Feed
ableofficial.github.io,Phishing,Fresh-Feed
aktifkaan-paylatersx4.resmi-mil2.my.id,Phishing,Fresh-Feed
75.119.132.130,Phishing,Fresh-Feed
023k365.com,Phishing,Fresh-Feed
alaweercapital.com,Phishing,Fresh-Feed
revenue-kp.cc,Phishing,Fresh-Feed
19stattoostudio.in,Phishing,Fresh-Feed
com-tracking-cgp.cc,Phishing,Fresh-Feed
2f2fapi.saisoncards.com,Phishing,Fresh-Feed
155.94.145.193,Phishing,Fresh-Feed
hatarako.site,Phishing,Fresh-Feed
handle-resolve-info-user.netlify.app,Phishing,Fresh-Feed
105574-109608.weeblysite.com,Phishing,Fresh-Feed
setauketpitahouse.com,Phishing,Fresh-Feed
5ggfgdfef3d32d.blogspot.hr,Phishing,Fresh-Feed
13c85e8a.jdhuwoskz.cloud,Phishing,Fresh-Feed
wiwidwinar.com,Phishing,Fresh-Feed
com-trackcjnz.top,Phishing,Fresh-Feed
cj73977.tmweb.ru,Phishing,Fresh-Feed
daleesh.fun,Phishing,Fresh-Feed
a0652951.xsph.ru,Phishing,Fresh-Feed
com-trackyoy.top,Phishing,Fresh-Feed
deposayim.ml,Phishing,Fresh-Feed
com-ndgh.xin,Phishing,Fresh-Feed
2352595.se474852.web.hosting-test.net,Phishing,Fresh-Feed
trendinformatica.eu,Phishing,Fresh-Feed
7z0qu.qwo231sdx.club,Phishing,Fresh-Feed
anazom.co.jp.lmnamdorecehrticutolennamvmovo04.tk,Phishing,Fresh-Feed
1rzqbiafsypv.qwo231sdx.club,Phishing,Fresh-Feed
365p09.com,Phishing,Fresh-Feed
amazum.co.ip.jauiisb.cn,Phishing,Fresh-Feed
3kitsolutions.com,Phishing,Fresh-Feed
5fgfgfrgfg4g4g.blogspot.lu,Phishing,Fresh-Feed
reagan-webmail-102298.weeblysite.com,Phishing,Fresh-Feed
52.206.163.43,Phishing,Fresh-Feed
themanorcentralparknguyenxien.net,Phishing,Fresh-Feed
accidental-fan-curio.glitch.me,Phishing,Fresh-Feed
accesoathe244micr.glitch.me,Phishing,Fresh-Feed
account-991f1.web.app,Phishing,Fresh-Feed
365online-webportal.com,Phishing,Fresh-Feed
paymhbr.vip,Phishing,Fresh-Feed
365xxo.com,Phishing,Fresh-Feed
5318228500908812927-dot-my-project-45bb.ey.r.appspot.com,Phishing,Fresh-Feed
abfegcd.pilot45.com,Phishing,Fresh-Feed
106unofm.com,Phishing,Fresh-Feed
avy.mtr.mybluehost.me,Phishing,Fresh-Feed
wooe.link,Phishing,Fresh-Feed
1fa963c9-221a-4406-a0ff-bae7828cbc23.id.repl.co,Phishing,Fresh-Feed
abn-co.host-listing-93596.casa,Phishing,Fresh-Feed
hepleene.xyz,Phishing,Fresh-Feed
dd00nnzkndd.net,Phishing,Fresh-Feed
imsva91-ctp.trendmicro.com:443,Phishing,Fresh-Feed
accountingsoftwareindonesia.com,Phishing,Fresh-Feed
com-trackrfp.top,Phishing,Fresh-Feed
3754udrdgvu.gb.net,Phishing,Fresh-Feed
files-1.coka.la,Phishing,Fresh-Feed
dev.maverick.cm,Phishing,Fresh-Feed
67.231.255.157,Phishing,Fresh-Feed
ateradata.com,Phishing,Fresh-Feed
rygzil43.top,Phishing,Fresh-Feed
45.117.101.114,Phishing,Fresh-Feed
5fggfg4g4h4.blogspot.com.es,Phishing,Fresh-Feed
5510005.top,Phishing,Fresh-Feed
com-yuinl.top,Phishing,Fresh-Feed
nightbrow05.ddns.net,Phishing,Fresh-Feed
in100tive.com,Phishing,Fresh-Feed
batigroupfinance.com,Phishing,Fresh-Feed
1211-zds.vercel.app,Phishing,Fresh-Feed
30hsuporte2020-cf.umbler.net,Phishing,Fresh-Feed
kalppymatine.ml,Phishing,Fresh-Feed
continentalleap.com,Phishing,Fresh-Feed
5fgfgfgfgfg4g4gh4fg4df.blogspot.com,Phishing,Fresh-Feed
www.gcrelectricalsystems.com.au,Phishing,Fresh-Feed
365rp65.xyz,Phishing,Fresh-Feed
com-reva.xin,Phishing,Fresh-Feed
mshhmasvx.com,Phishing,Fresh-Feed
142.202.190.226,Phishing,Fresh-Feed
nanohair.com.au,Phishing,Fresh-Feed
3esfand1402.iranten50.workers.dev,Phishing,Fresh-Feed
account.support.justns.ru,Phishing,Fresh-Feed
account-help-penumbral.com,Phishing,Fresh-Feed
ywofes38.top,Phishing,Fresh-Feed
cod2.site,Phishing,Fresh-Feed
downloadmovies24.com,Phishing,Fresh-Feed
anastneroueomtaettnail.weeblysite.com,Phishing,Fresh-Feed
3g0fkx8qkl4to8fcndbgd.barclayis.co,Phishing,Fresh-Feed
marcelaborin.com,Phishing,Fresh-Feed
lanhodiepuytin.com,Phishing,Fresh-Feed
tronilnk.com,Phishing,Fresh-Feed
support2750.online,Phishing,Fresh-Feed
vrtxx64uo.com,Phishing,Fresh-Feed
cent-v01.centurionix.in.net,Phishing,Fresh-Feed
com-ioiakir.top,Phishing,Fresh-Feed
agroarshan.com,Phishing,Fresh-Feed
a0530061.xsph.ru,Phishing,Fresh-Feed
4s7t4imgtl4lblyn6z.qwo231sdx.club,Phishing,Fresh-Feed
007-c1z.pages.dev,Phishing,Fresh-Feed
3713484a.herj6jtbf.com.cn,Phishing,Fresh-Feed
20200803064159-dot-t6yq5rw.rj.r.appspot.com,Phishing,Fresh-Feed
a0656247.xsph.ru,Phishing,Fresh-Feed
com-trackjxg.top,Phishing,Fresh-Feed
02-billing.link,Phishing,Fresh-Feed
1enabl-e-accoun-t8.000webhostapp.com,Phishing,Fresh-Feed
stingrayzx.zadc.ru,Phishing,Fresh-Feed
insighteyecarefoundation.com,Phishing,Fresh-Feed
utah-gov-eh.life,Phishing,Fresh-Feed
snydyl.com,Phishing,Fresh-Feed
34.67.168.206,Phishing,Fresh-Feed
majiceden.app,Phishing,Fresh-Feed
2b04fb920faa3df7d1d07b243b6fe99a-dot-dbenitonline.ey.r.appspot.com,Phishing,Fresh-Feed
israelwork.info,Phishing,Fresh-Feed
arezsvsz.000webhostapp.com,Phishing,Fresh-Feed
demo.verifyfanpages.click,Phishing,Fresh-Feed
admiring-heyrovsky.149-57-128-102.plesk.page,Phishing,Fresh-Feed
avxnxegvcv.duckdns.org,Phishing,Fresh-Feed
com-trackrgy.top,Phishing,Fresh-Feed
52.23.167.236,Phishing,Fresh-Feed
chucelo.fun,Phishing,Fresh-Feed
aristabill.us,Phishing,Fresh-Feed
hfze93t5.autumnbrook.in.net,Phishing,Fresh-Feed
sagliklibedenim.com,Phishing,Fresh-Feed
x2z6c.xyz,Phishing,Fresh-Feed
aib-linesupport.com,Phishing,Fresh-Feed
kendinyap.club,Phishing,Fresh-Feed
113113-bab9a5.ingress-baronn.ewp.live,Phishing,Fresh-Feed
1e9821101b.nxcli.io,Phishing,Fresh-Feed
dzad.ddns.net,Phishing,Fresh-Feed
360-redr-redr63.glitch.me,Phishing,Fresh-Feed
devhaevents.us,Phishing,Fresh-Feed
365boi-paired.com,Phishing,Fresh-Feed
18.236.136.100,Phishing,Fresh-Feed
1c812a8f.iwiowmnc-1.shop,Phishing,Fresh-Feed
107.175.111.221,Phishing,Fresh-Feed
3-71-45-35.cprapid.com,Phishing,Fresh-Feed
adminuser.webxaaaaa.icu,Phishing,Fresh-Feed
ptgteft.com,Phishing,Fresh-Feed
cupschallenge.world,Phishing,Fresh-Feed
1iftbybcs28akuu.000webhostapp.com,Phishing,Fresh-Feed
gypheo63.top,Phishing,Fresh-Feed
att-103996.weeblysite.com,Phishing,Fresh-Feed
poseidon.cool,Phishing,Fresh-Feed
crackhahanono.000webhostapp.com,Phishing,Fresh-Feed
xn-----6kcabnyujk3amba3araccbdbrg.xn--p1ai,Phishing,Fresh-Feed
eva.namkhang.gq,Phishing,Fresh-Feed
coralwil.draniercismn.in.net,Phishing,Fresh-Feed
0432111.com,Phishing,Fresh-Feed
143.198.107.223,Phishing,Fresh-Feed
3dchristopher.pearsonnohcgv8t8pai.tempa-bersama.co.id,Phishing,Fresh-Feed
acsz.000webhostapp.com,Phishing,Fresh-Feed
35-ghf4g44.mytechguards.com,Phishing,Fresh-Feed
7hn4b.shop,Phishing,Fresh-Feed
591npy.com,Phishing,Fresh-Feed
191.237.254.240,Phishing,Fresh-Feed
airbnb.com.booking-rooms-wxd3.com,Phishing,Fresh-Feed
211creditrepair.net,Phishing,Fresh-Feed
backpage-inc.com,Phishing,Fresh-Feed
196-251-118-103.cprapid.com,Phishing,Fresh-Feed
3alma7ara.com,Phishing,Fresh-Feed
dufre1in.site,Phishing,Fresh-Feed
2r3-mi-cloud.mipaginaweb.us,Phishing,Fresh-Feed
ajgbrokers.com,Phishing,Fresh-Feed
3.220.136.95,Phishing,Fresh-Feed
henslotvvip.com,Phishing,Fresh-Feed
utah-gov-cb.life,Phishing,Fresh-Feed
pub-30781165e10b47b6b8f68fdf836b82ba.r2.dev,Phishing,Fresh-Feed
18.230.118.156,Phishing,Fresh-Feed
5050505023454.ml,Phishing,Fresh-Feed
kkakakakakakakakaoa.weebly.com,Phishing,Fresh-Feed
10gbbonusdata.000webhostapp.com,Phishing,Fresh-Feed
com-tracking-usxxce.cc,Phishing,Fresh-Feed
vidar321.ru,Phishing,Fresh-Feed
216.222.194.94,Phishing,Fresh-Feed
anamika-dwivedi.github.io,Phishing,Fresh-Feed
gosuslugi.express,Phishing,Fresh-Feed
amazon-demo-yt-21.vercel.app,Phishing,Fresh-Feed
61.254.broadband2.iol.cz,Phishing,Fresh-Feed
45trtr.it.gg,Phishing,Fresh-Feed
0qjrlz.27016.gov.shuaihu99.com,Phishing,Fresh-Feed
523lurid.com,Phishing,Fresh-Feed
citrine-guttural-carver.glitch.me,Phishing,Fresh-Feed
3-136-97-229.cprapid.com,Phishing,Fresh-Feed
261bahamaantt.cloudns.ph,Phishing,Fresh-Feed
54.89.178.227,Phishing,Fresh-Feed
pages.anandamayiinstituto.com.br,Phishing,Fresh-Feed
4nc8bpdqml.orquestradolimiar.com.br,Phishing,Fresh-Feed
ajudaempresa.com,Phishing,Fresh-Feed
aave.capital,Phishing,Fresh-Feed
cjarcsjrxc.duckdns.org,Phishing,Fresh-Feed
www.google.com,Phishing,Fresh-Feed
winteao-uk.qpon,Phishing,Fresh-Feed
file-file-host4.com,Phishing,Fresh-Feed
gtxlpfirefly.000webhostapp.com,Phishing,Fresh-Feed
15-237-144-17.cprapid.com,Phishing,Fresh-Feed
action-needed-pages-at-risk-see-why.github.io,Phishing,Fresh-Feed
34.148.139.151,Phishing,Fresh-Feed
6kckfurkfbrsjpairdk90rno.qwo231sdx.club,Phishing,Fresh-Feed
yummyfoodblog.net,Phishing,Fresh-Feed
59328-dot-n-e-w-me-ss-age-po-rt-al.wl.r.appspot.com,Phishing,Fresh-Feed
ashoria.com,Phishing,Fresh-Feed
usps-mall.shop,Phishing,Fresh-Feed
2018microsoft0tlookweb.editor.multiscreensite.com,Phishing,Fresh-Feed
chairxcomfort.com,Phishing,Fresh-Feed
23457658.98621.repl.co,Phishing,Fresh-Feed
fusion-school.com.ua,Phishing,Fresh-Feed
livraison-relais-suivi-info.com,Phishing,Fresh-Feed
omarelbalshy.com,Phishing,Fresh-Feed
amazozn.jp.signig.top,Phishing,Fresh-Feed
jesjaipur.com,Phishing,Fresh-Feed
148.69.140.59,Phishing,Fresh-Feed
debestezorgverzekeringenvergelijken.nl,Phishing,Fresh-Feed
workshopcomingmod.com,Phishing,Fresh-Feed
51.68.83.36,Phishing,Fresh-Feed
042313929614438-dot-wetransfer-auth-file-342.appspot.com,Phishing,Fresh-Feed
aktiifkaanpaylaterrs4.fiile-resmi1.xyz,Phishing,Fresh-Feed
malai01.dorila.top,Phishing,Fresh-Feed
dewarejeki.info,Phishing,Fresh-Feed
3bay.xyz,Phishing,Fresh-Feed
23432452301.cloud,Phishing,Fresh-Feed
44.201.146.155,Phishing,Fresh-Feed
action-need-your-account.vercel.app,Phishing,Fresh-Feed
04ddafcd.udniciomw.shop,Phishing,Fresh-Feed
myhermes.de-yrds.top,Phishing,Fresh-Feed
uspeshnybusiness.ru,Phishing,Fresh-Feed
genxphones.com,Phishing,Fresh-Feed
accountverifyhelp.gq,Phishing,Fresh-Feed
accounts-securitychecks.com,Phishing,Fresh-Feed
149.28.147.111,Phishing,Fresh-Feed
ocmtancmi2c4t.xyz,Phishing,Fresh-Feed
turkmega.net,Phishing,Fresh-Feed
npmjs.wtf,Phishing,Fresh-Feed
com-tracking-xxcx.vip,Phishing,Fresh-Feed
barotechf.tk,Phishing,Fresh-Feed
365updatedtermsconditionsetup.com,Phishing,Fresh-Feed
com-usno.top,Phishing,Fresh-Feed
wszc7.asia,Phishing,Fresh-Feed
216.120.255.98,Phishing,Fresh-Feed
com-alteg.xin,Phishing,Fresh-Feed
xaydungphuongdong.net,Phishing,Fresh-Feed
atagan.jp,Phishing,Fresh-Feed
74.208.30.166,Phishing,Fresh-Feed
enegix.com,Phishing,Fresh-Feed
0821.yklsysn.link,Phishing,Fresh-Feed
1911202406kadsuennjnadsjhuyubdgadsfasdds.s3.eu-west-2.amazonaws.com,Phishing,Fresh-Feed
ml-trajt.pro,Phishing,Fresh-Feed
6wj2jvp9cgh.qwo231sdx.club,Phishing,Fresh-Feed
com-trackgdm.top,Phishing,Fresh-Feed
789hotel.com,Phishing,Fresh-Feed
68109f1419f1363c053e5282--regal-dodol-ac2577.netlify.app,Phishing,Fresh-Feed
excelaires.com,Phishing,Fresh-Feed
05f143e2b9507c894a739b1ffb754d54-dot-spow3039.df.r.appspot.com,Phishing,Fresh-Feed
21f78661.redcaptours.it,Phishing,Fresh-Feed
dangky.atoaivietnam.com,Phishing,Fresh-Feed
jolly-jennings.34-125-197-109.plesk.page,Phishing,Fresh-Feed
5b1kard-56.pages.dev,Phishing,Fresh-Feed
167.86.80.50,Phishing,Fresh-Feed
guseyn.link,Phishing,Fresh-Feed
aktivasixxcfd-lnk-id.speedzgold.mom,Phishing,Fresh-Feed
bumboxik.asia,Phishing,Fresh-Feed
378934517463491150675096046762693091.eu-gb.cf.appdomain.cloud,Phishing,Fresh-Feed
3fc96c2cd25fcc0953c43f9b253b379e-dot-gle9392420309493993.rj.r.appspot.com,Phishing,Fresh-Feed
trust-wallet-app.to,Phishing,Fresh-Feed
groupsmarts.org,Phishing,Fresh-Feed
wttxt.info,Phishing,Fresh-Feed
104.248.135.188,Phishing,Fresh-Feed
36566.top,Phishing,Fresh-Feed
headonizm.in,Phishing,Fresh-Feed
psotsa.cc,Phishing,Fresh-Feed
1l8w8ipprow4eowsyo4cyehmtebsqx.qwo231sdx.club,Phishing,Fresh-Feed
towrxp39.top,Phishing,Fresh-Feed
wvvw-ankama.com,Phishing,Fresh-Feed
qdrenfa.com,Phishing,Fresh-Feed
21d4c847-b278-445e-be22-0542386e6b0e.id.repl.co,Phishing,Fresh-Feed
2ojv.pages.dev,Phishing,Fresh-Feed
551003w.cc,Phishing,Fresh-Feed
hanwright.com.au,Phishing,Fresh-Feed
revajihl.cc,Phishing,Fresh-Feed
162.55.131.251,Phishing,Fresh-Feed
trav01.constelluntrav.in.net,Phishing,Fresh-Feed
airbnb-trust-platform.yunlink.top,Phishing,Fresh-Feed
551005p.cc,Phishing,Fresh-Feed
a0511055.xsph.ru,Phishing,Fresh-Feed
3no.ro,Phishing,Fresh-Feed
hardforkbase.com,Phishing,Fresh-Feed
abhiruproy599.github.io,Phishing,Fresh-Feed
com-mexl.xin,Phishing,Fresh-Feed
gsuntear.su,Phishing,Fresh-Feed
29967a7e.eatceo.cn,Phishing,Fresh-Feed
redbeat.club,Phishing,Fresh-Feed
acme-inc-happilylife.weeblysite.com,Phishing,Fresh-Feed
19822-2796.s1.webspace.re,Phishing,Fresh-Feed
jobconnect.ddns.net,Phishing,Fresh-Feed
gov.zxderfvb.cfd,Phishing,Fresh-Feed
khobep.com,Phishing,Fresh-Feed
189640.prohoster.biz,Phishing,Fresh-Feed
goodsoftware.asia,Phishing,Fresh-Feed
acomuler-1128597.cloud-fr1.unispace.io,Phishing,Fresh-Feed
1bb16e49-07aa-46b3-881e-fcec8b7d6b44-00-gtitx7a2uejr.kirk.replit.dev,Phishing,Fresh-Feed
165.22.220.6,Phishing,Fresh-Feed
clubemultisaude.com.br,Phishing,Fresh-Feed
accban-80876722.kahulasup.ch,Phishing,Fresh-Feed
552209.selcdn.ru,Phishing,Fresh-Feed
att-103159.square.site,Phishing,Fresh-Feed
bowsbride.co.uk,Phishing,Fresh-Feed
ads.kalabisim.com,Phishing,Fresh-Feed
20200909142052-dot-s2pe7ed9y.rj.r.appspot.com,Phishing,Fresh-Feed
trackvpd.top,Phishing,Fresh-Feed
015fa8dc4cae9c1a049f0ec2dc23d3e54d47c426a3b1cda4d8b53757f8.pages.dev,Phishing,Fresh-Feed
avoo0shfc2xf.qwo231sdx.club,Phishing,Fresh-Feed
741236.com,Phishing,Fresh-Feed
csdhlag.cf,Phishing,Fresh-Feed
coinbaselogindesk.blogspot.bg,Phishing,Fresh-Feed
bunonartcrafts.com,Phishing,Fresh-Feed
yamail.online,Phishing,Fresh-Feed
5fgfgfgrg4g4gh4fg4fd.blogspot.com,Phishing,Fresh-Feed
142.93.54.189,Phishing,Fresh-Feed
technicalakshay.com,Phishing,Fresh-Feed
firefightersanta.org,Phishing,Fresh-Feed
enernova.ch,Phishing,Fresh-Feed
anjietiyu.com,Phishing,Fresh-Feed
5ghfhjreg3g33gh.blogspot.com,Phishing,Fresh-Feed
32322221111.cloud,Phishing,Fresh-Feed
123website123665.000webhostapp.com,Phishing,Fresh-Feed
